goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,successfulDribblesPercentage,tackles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team,player id,team id,position
1,6,0,132,61.97,11,34.38,23,54.76,84,,78.61,143,58.37,2970,26,19,31,33,0,0,0,0,0,0,0,0,0,0,443,1,1187,26,11,13.58,58,34.94,52,57,16,0,29,6,13,3.45,0,1,,0,1,2,Nathaniel Clyne,Liverpool,43215,44,DF
2,2,0,44,60.27,69,64.49,3,60,22,1,83.57,113,62.78,1955,21,17,4,23,0,0,0,0,0,0,0,0,0,0,31,0,646,3,0,0,29,35.8,36,114,7,0,13,4,1,15.38,0,1,,0,2,0,Gary Cahill,Chelsea,9628,38,DF
0,2,0,16,66.67,13,54.17,5,83.33,8,,83.59,29,60.42,315,3,6,1,12,0,0,0,0,0,0,0,0,0,0,27,0,163,2,0,0,6,42.86,10,21,1,0,2,1,1,0,0,0,,0,0,0,Calum Chambers,Arsenal,227942,42,DF
0,1,0,37,57.81,16,55.17,5,45.45,20,1,76.73,53,56.99,1069,12,4,5,14,0,0,0,0,0,0,0,0,0,0,87,0,310,7,11,25,40,54.79,26,33,12,0,3,2,1,0,0,1,,0,0,0,Matt Targett,Southampton,368134,45,DF
4,3,0,93,50.54,119,61.98,8,53.33,59,,62.21,212,56.38,3385,28,28,15,38,0,0,0,0,0,0,0,0,0,0,219,3,693,28,28,21.54,80,31.37,85,163,43,4,38,7,11,10.53,1,3,,0,4,0,Craig Dawson,West Bromwich Albion,50027,8,DF
1,3,0,94,67.63,61,73.49,28,63.64,41,1,85.08,155,69.82,2044,25,16,8,24,0,0,0,0,0,0,0,0,0,0,84,0,610,8,1,50,38,44.71,60,142,6,2,11,2,1,9.09,0,0,,1,3,0,Micah Richards,Aston Villa,9680,40,DF
0,0,0,26,76.47,33,63.46,6,100,19,,83.33,59,68.6,842,1,3,1,12,0,0,0,0,0,0,0,0,0,0,32,0,375,1,0,0,18,47.37,24,47,5,0,2,0,1,0,0,1,,0,0,0,Sylvain Distin,Bournemouth,1079,60,DF
3,2,0,150,63.03,26,55.32,57,71.25,75,5,80.44,176,61.75,3285,19,10,26,37,0,0,0,0,0,0,0,0,0,0,414,3,1361,36,32,25.2,65,34.57,53,76,30,2,20,7,4,15,0,2,,1,1,0,Charlie Daniels,Bournemouth,21501,60,DF
1,3,0,70,64.81,47,60.26,7,77.78,54,,69.24,117,62.9,1896,9,13,1,23,0,0,0,0,0,0,0,0,0,0,107,0,466,4,7,20.59,48,32.88,42,88,22,0,5,1,1,20,1,0,,1,0,0,Paul Dummett,Newcastle United,185995,39,DF
0,0,0,30,54.55,2,25,13,54.17,9,3,86.43,32,50.79,396,8,3,8,8,0,0,0,0,0,0,0,0,0,0,53,2,121,12,4,21.05,3,100,2,1,3,0,5,1,3,0,0,0,,0,0,0,Sheyi Ojo,Liverpool,284449,44,DF
0,1,0,4,50,7,77.78,3,100,1,,82.84,11,64.71,299,0,2,1,4,0,0,0,0,0,0,0,0,0,0,17,0,140,0,0,0,9,40.91,7,17,1,0,2,1,0,0,0,0,,0,0,0,Matthew Pennington,Everton,371366,48,DF
0,7,0,47,59.49,62,63.27,7,100,25,,66.16,109,61.58,2076,18,19,3,24,0,0,0,0,0,0,0,0,0,0,56,0,520,0,2,100,103,37.59,60,126,13,0,6,0,0,0,0,0,,1,0,0,Miguel Britos,Watford,33302,24,DF
0,3,0,44,51.16,25,51.02,6,54.55,32,2,76.24,69,51.11,1288,8,16,11,17,0,0,0,0,0,0,0,0,0,0,131,2,475,15,9,21.43,26,35.62,28,61,11,0,9,2,3,0,1,0,,0,1,0,Ben Davies,Tottenham Hotspur,94758,33,DF
2,4,0,106,52.48,55,57.29,18,60,62,1,71.13,161,54.03,2692,28,36,21,30,0,0,0,0,0,0,0,0,0,0,217,3,712,13,12,21.43,59,31.38,69,109,28,0,17,6,2,11.76,0,0,,0,1,0,Joel Ward,Crystal Palace,39183,7,DF
2,1,0,81,51.92,40,54.05,12,36.36,38,4,77.49,121,52.61,3315,31,22,18,37,0,0,0,0,0,0,0,0,0,0,309,3,1067,41,31,25.62,115,41.67,70,88,18,0,28,7,10,7.14,1,1,,3,1,1,Aaron Cresswell,West Ham United,43443,37,DF
3,6,0,149,48.22,35,44.87,37,58.73,73,1,83.5,184,47.55,2441,40,31,41,34,0,0,0,0,0,0,0,0,0,0,292,2,997,27,1,16.67,40,54.05,52,21,62,4,40,11,11,7.5,1,1,,0,1,0,Dan Gosling,Bournemouth,19343,60,DF
1,6,0,87,49.71,37,53.62,17,45.95,43,3,79.75,124,50.82,2880,27,30,23,32,0,0,0,0,0,0,0,0,0,0,307,6,894,23,28,19.18,56,40,72,88,15,1,12,2,3,8.33,0,0,,0,0,1,Ryan Bertrand,Southampton,20756,45,DF
0,7,0,23,53.49,56,62.92,1,100,20,,74.33,79,59.85,1838,5,14,0,22,0,0,0,0,0,0,0,0,0,0,52,0,417,4,0,0,65,43.62,36,174,8,0,8,3,1,0,0,1,,0,0,0,Ryan Bennett,Norwich City,22100,263,DF
0,1,0,101,49.27,9,21.43,48,68.57,29,7,83.44,110,44.53,2279,24,18,44,34,0,0,0,0,0,0,0,0,0,0,543,6,1058,55,33,18.75,40,53.33,21,11,21,4,31,8,11,0,0,4,,0,0,1,Jesús Navas,Manchester City,11869,17,DF
1,3,0,64,71.91,68,61.82,8,100,45,,70.06,132,66.33,3033,12,9,4,35,0,0,0,0,0,0,0,0,0,0,88,0,723,3,1,33.33,116,36.36,63,171,13,0,5,2,2,20,0,0,,1,4,0,Craig Cathcart,Watford,22200,24,DF
0,2,0,86,66.15,7,36.84,7,53.85,50,1,81.06,93,62.42,1223,29,9,10,15,0,0,0,0,0,0,0,0,0,0,81,1,321,4,3,23.08,9,28.13,21,30,20,0,8,0,3,0,0,0,,0,0,0,Brendan Galloway,Everton,198030,48,DF
2,1,1,18,52.94,42,76.36,3,60,12,,79.84,60,67.42,1148,3,11,2,18,0,0,0,0,0,0,0,0,0,0,24,0,388,2,0,0,26,37.68,28,77,4,0,4,4,0,50,0,0,,0,3,0,Jamaal Lascelles,Newcastle United,153444,39,DF
0,0,0,11,57.89,6,75,1,100,9,,74.68,17,62.96,144,1,3,4,2,0,0,0,0,0,0,0,0,0,0,25,0,59,1,0,0,2,22.22,3,1,1,0,1,0,1,0,0,0,,0,0,0,Mathieu Debuchy,Arsenal,3579,42,DF
0,1,0,3,60,0,0,0,0,2,,75,3,60,27,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,2,0,1,0,1,0,0,0,0,1,,0,0,0,Cristian Gamboa,West Bromwich Albion,117794,8,DF
0,0,0,2,100,0,0,0,0,2,,100,2,66.67,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,Jake Clarke-Salter,Chelsea,791984,38,DF
0,0,0,14,63.64,10,76.92,0,0,10,1,72.16,24,68.57,315,4,2,1,4,0,0,0,0,0,0,0,0,0,0,16,0,70,1,0,0,7,43.75,9,18,5,0,1,0,0,0,0,0,,0,0,0,Kevin Toner,Aston Villa,802174,40,DF
3,7,0,122,49.59,32,29.36,28,62.22,76,4,74.82,154,43.38,2953,18,27,35,36,0,0,0,0,0,0,0,0,0,0,375,5,960,26,10,33.33,63,37.95,42,66,46,0,35,9,13,8.57,1,3,,0,0,0,Jonathan Howson,Norwich City,16589,263,DF
1,2,0,51,54.26,71,67.62,7,77.78,35,,76.51,122,61.31,2810,9,16,8,32,0,0,0,0,0,0,0,0,0,0,93,0,811,4,1,25,93,46.97,85,186,18,2,11,3,3,9.09,1,0,,1,2,0,Joleon Lescott,Aston Villa,10607,40,DF
0,0,0,61,56.48,3,17.65,8,53.33,41,1,81.25,64,51.2,998,13,17,10,14,0,0,0,0,0,0,0,0,0,0,91,2,351,13,11,26.19,24,46.15,20,34,15,1,5,3,1,0,0,1,,0,3,0,Bryan Oviedo,Everton,109064,48,DF
0,2,0,52,53.06,24,75,22,59.46,25,,73.85,76,58.46,945,5,8,16,11,0,0,0,0,0,0,0,0,0,0,66,0,305,6,3,11.54,26,38.81,30,34,8,0,13,1,8,0,0,0,,0,1,0,José Holebas,Watford,16779,24,DF
0,2,1,51,57.95,50,66.67,5,83.33,43,,72.64,101,61.96,1697,3,18,3,20,0,0,0,0,0,0,0,0,0,0,39,0,430,1,0,0,38,37.25,39,94,16,1,8,0,2,0,0,3,,0,0,0,Ryan Shawcross,Stoke City,27314,29,DF
0,3,0,55,55,18,56.25,3,42.86,43,1,85.04,73,55.3,1062,9,15,9,13,0,0,0,0,0,0,0,0,0,0,158,1,489,3,0,0,13,36.11,25,35,17,0,3,1,2,0,0,2,,0,0,1,Pablo Zabaleta,Manchester City,11796,17,DF
1,4,0,108,58.7,26,48.15,41,57.75,46,2,73.1,134,56.3,1383,22,15,18,24,0,0,0,0,0,0,0,0,0,0,125,2,337,17,10,22.22,38,40.43,31,21,14,1,26,6,9,3.85,0,0,,0,0,0,Jeffrey Schlupp,Leicester City,148710,31,DF
0,5,0,41,58.57,21,61.76,3,60,32,,69.11,62,59.62,962,6,11,4,13,0,0,0,0,0,0,0,0,0,0,60,0,226,4,1,7.14,10,21.28,24,50,12,0,0,0,0,0,0,0,,0,0,0,James Chester,West Bromwich Albion,46347,8,DF
3,4,1,47,43.93,46,58.97,1,12.5,41,,73.35,93,50.27,2698,5,32,5,30,0,0,0,0,0,0,0,0,0,0,180,2,820,8,5,27.78,121,45.49,37,201,19,1,18,6,2,16.67,0,0,,1,3,0,Russell Martin,Norwich City,20378,263,DF
2,5,1,126,54.31,27,49.09,38,55.07,80,4,73.8,153,53.31,2755,9,29,20,32,0,0,0,0,0,0,0,0,0,0,273,5,924,25,28,19.44,79,45.66,56,83,28,1,19,8,8,10.53,0,5,,0,0,0,Daryl Janmaat,Newcastle United,32213,39,DF
1,4,0,60,58.82,96,70.59,11,100,27,,76.84,156,65.55,2789,23,25,7,32,0,0,0,0,0,0,0,0,0,0,58,0,677,2,0,0,74,43.79,53,257,14,1,20,3,3,5,0,3,,2,2,0,Sebastien Bassong,Norwich City,8969,263,DF
1,8,0,84,45.65,26,52,25,52.08,48,,77.41,110,47.01,2418,12,36,19,31,0,0,0,0,0,0,0,0,0,0,210,2,877,16,21,22.83,93,46.27,56,53,25,1,32,9,7,3.13,1,2,,2,1,0,Leandro Bacuna,Aston Villa,74545,40,DF
1,5,0,25,47.17,48,69.57,2,66.67,16,1,68.92,73,59.84,2016,10,22,1,28,0,0,0,0,0,0,0,0,0,0,61,1,397,4,0,0,59,36.42,45,127,7,1,6,2,0,16.67,1,2,,1,2,0,Jonas Olsson,West Bromwich Albion,7776,8,DF
0,1,0,83,47.7,17,60.71,33,57.89,41,3,81.9,100,49.5,2186,11,11,24,25,0,0,0,0,0,0,0,0,0,0,186,5,733,18,9,16.07,33,38.82,51,27,32,0,17,5,5,0,0,4,,0,1,0,Glen Johnson,Stoke City,1204,29,DF
0,0,1,96,52.17,70,63.64,28,65.12,60,,76.33,166,56.46,2361,8,27,18,30,0,0,0,0,0,0,0,0,0,0,131,1,861,9,1,6.25,41,30.83,56,98,28,0,15,2,7,0,0,0,,0,0,0,Geoff Cameron,Stoke City,48988,29,DF
1,4,0,129,56.83,13,37.14,43,57.33,58,3,84.1,142,54.2,2386,28,20,25,28,0,0,0,0,0,0,0,0,0,0,284,3,878,19,14,15.05,45,37.82,36,71,22,3,27,6,8,3.7,1,8,,1,4,1,Séamus Coleman,Everton,76632,48,DF
0,4,0,54,57.45,27,57.45,7,70,45,1,70.71,81,57.45,1229,2,17,2,16,0,0,0,0,0,0,0,0,0,0,29,0,268,2,0,0,28,28,41,90,19,0,6,2,0,0,0,0,,0,3,0,Sebastián Coates,Sunderland,47443,41,DF
0,1,0,59,53.15,8,38.1,8,72.73,47,1,83.65,67,50.76,1016,4,14,15,15,0,0,0,0,0,0,0,0,0,0,108,0,440,3,5,16.13,18,40.91,23,32,20,0,6,2,1,0,0,2,,1,1,0,Abdul Rahman Baba,Chelsea,239632,38,DF
0,2,0,41,60.29,51,75,0,0,32,,74.07,92,67.65,2008,13,19,4,28,0,0,0,0,0,0,0,0,0,0,44,1,437,1,0,0,46,34.85,39,183,7,0,7,3,2,0,0,0,,0,1,0,John O'Shea,Sunderland,763,41,DF
1,2,2,28,58.33,49,69.01,2,50,21,,89.83,77,64.71,1989,5,10,2,24,0,0,0,0,0,0,0,0,0,0,35,0,830,2,0,0,32,53.33,38,88,8,1,10,2,3,10,0,2,,0,1,0,John Terry,Chelsea,1205,38,DF
0,3,0,33,50,35,72.92,5,71.43,20,,86.39,68,59.65,1015,9,12,0,20,0,0,0,0,0,0,0,0,0,0,52,1,476,4,0,0,23,50,35,76,21,0,5,0,2,0,0,0,,0,0,0,Martín Demichelis,Manchester City,301,17,DF
0,3,0,9,52.94,3,50,0,0,5,,74.74,12,52.17,286,4,7,0,4,0,0,0,0,0,0,0,0,0,0,23,0,71,2,2,20,4,21.05,12,11,1,0,0,0,0,0,0,2,,0,1,0,Sam Byram,West Ham United,254713,37,DF
0,8,0,134,59.56,13,39.39,27,64.29,84,1,67.75,147,56.98,2474,23,36,18,32,0,0,0,0,0,0,0,0,0,0,175,1,582,7,12,13.95,58,25,60,70,24,0,7,1,3,0,0,0,,1,1,0,Allan Nyom,Watford,128637,24,DF
0,0,0,1,33.33,0,0,0,0,1,,68.18,1,25,61,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,15,0,0,0,1,33.33,1,4,1,0,1,0,1,0,0,0,,0,0,0,Jonjoe Kenny,Everton,361310,48,DF
0,0,0,7,70,2,66.67,2,66.67,4,,69.44,9,69.23,90,1,0,1,1,0,0,0,0,0,0,0,0,0,0,9,0,25,0,0,0,3,37.5,1,3,1,0,0,0,0,0,0,0,,0,0,0,Thomas Robson,Sunderland,770279,41,DF
0,2,0,42,57.53,11,42.31,6,54.55,28,,83.02,53,53.54,1111,8,10,3,15,0,0,0,0,0,0,0,0,0,0,53,0,440,5,2,18.18,31,51.67,35,44,13,0,3,0,0,0,0,0,,0,2,0,Marc Muniesa,Stoke City,54311,29,DF
0,2,0,36,46.15,9,42.86,10,62.5,21,,78.67,45,45.45,744,5,14,9,15,0,0,0,0,0,0,0,0,0,0,98,0,332,7,0,0,36,64.29,18,11,13,0,8,1,3,0,0,0,,0,1,0,Mario Suárez,Watford,14046,24,DF
1,2,1,56,56,32,49.23,4,66.67,43,,83.75,88,53.33,2293,9,9,5,26,0,0,0,0,0,0,0,0,0,0,49,0,711,4,0,0,79,55.63,61,97,28,1,10,3,3,10,0,0,,0,1,1,Fabricio Coloccini,Newcastle United,3057,39,DF
1,1,0,31,57.41,13,44.83,3,30,25,,64.68,44,53.01,655,3,6,3,12,0,0,0,0,0,0,0,0,0,0,51,0,141,6,4,26.67,15,33.33,21,25,7,0,2,1,0,50,0,0,,0,0,0,Ritchie De Laet,Leicester City,30420,31,DF
0,2,1,74,49.66,31,52.54,13,50,40,3,78.91,105,50.48,1763,21,23,17,27,0,0,0,0,0,0,0,0,0,0,208,2,853,20,12,18.75,41,34.17,48,65,24,0,8,2,3,0,0,0,,0,1,0,Kyle Naughton,Swansea City,32821,74,DF
1,5,0,38,50.67,25,58.14,6,85.71,25,,75.56,63,53.39,1158,7,17,11,22,0,0,0,0,0,0,0,0,0,0,100,1,337,14,0,0,17,36.17,14,17,10,3,25,7,6,4,1,2,,0,0,0,Jack Rodwell,Sunderland,32002,41,DF
1,0,0,4,28.57,0,0,1,50,2,,80.77,4,26.67,132,1,1,6,3,0,0,0,0,0,0,0,0,0,0,15,0,42,2,1,14.29,2,66.67,2,2,2,0,4,1,1,25,0,0,,0,0,0,Miguel Layún,Watford,80008,24,DF
1,1,0,19,55.88,36,65.45,0,0,11,,82.71,55,61.8,1012,8,10,1,12,0,0,0,0,0,0,0,0,0,0,39,0,378,1,0,0,27,45.76,32,51,7,0,4,2,2,25,0,1,,0,0,0,Tommy Elphick,Bournemouth,14185,60,DF
1,0,0,18,48.65,22,68.75,0,0,13,,79.79,40,57.97,1014,7,7,5,20,0,0,0,0,0,0,0,0,0,0,40,0,387,0,1,14.29,42,41.18,33,67,6,1,2,2,0,50,0,0,,3,0,0,Maya Yoshida,Southampton,24248,45,DF
1,5,0,52,49.06,12,66.67,12,34.29,20,2,77.74,64,51.61,1063,20,15,8,18,0,0,0,0,0,0,0,0,0,0,160,2,440,11,11,14.29,36,50,26,18,10,0,7,3,3,14.29,0,2,,0,1,1,Ashley Young,Manchester United,10589,35,DF
0,2,0,10,52.63,8,61.54,0,0,10,,76.71,18,56.25,302,0,4,0,4,0,0,0,0,0,0,0,0,0,0,5,0,56,0,0,0,4,33.33,9,17,5,0,1,0,0,0,0,0,,0,0,0,Marcin Wasilewski,Leicester City,18398,31,DF
0,1,0,10,55.56,4,66.67,0,0,9,,81.52,14,58.33,299,2,4,0,5,0,0,0,0,0,0,0,0,0,0,17,0,75,2,0,0,4,30.77,6,12,4,0,2,0,1,0,0,0,,0,1,0,Tyias Browning,Everton,303460,48,DF
0,0,0,9,64.29,3,60,0,0,8,,82.69,12,63.16,209,1,1,0,7,0,0,0,0,0,0,0,0,0,0,3,0,43,0,0,0,2,25,6,8,4,0,1,0,1,0,0,0,,0,0,0,Reece Oxford,West Ham United,788768,37,DF
0,1,0,27,52.94,7,63.64,5,71.43,12,,81.3,34,54.84,555,10,9,10,7,0,0,0,0,0,0,0,0,0,0,42,0,187,2,4,19.05,10,52.63,19,18,5,0,3,0,1,0,0,0,,0,0,0,Massadio Haïdara,Newcastle United,143344,39,DF
0,1,0,9,56.25,7,46.67,2,66.67,3,,84.57,16,51.61,810,4,3,1,10,0,0,0,0,0,0,0,0,0,0,19,0,274,2,0,0,16,34.78,17,37,3,0,1,0,1,0,0,0,,0,0,0,Steven Taylor,Newcastle United,796,39,DF
1,8,0,99,57.56,61,63.54,11,68.75,76,1,71.53,160,59.7,2033,15,32,11,24,0,0,0,0,0,0,0,0,0,0,93,1,407,12,5,12.2,20,30.77,30,64,28,3,14,4,6,7.14,1,3,,1,1,0,Billy Jones,Sunderland,27338,41,DF
0,1,1,20,55.56,2,28.57,4,66.67,11,,76.85,22,51.16,285,5,7,6,4,0,0,0,0,0,0,0,0,0,0,23,0,83,2,4,28.57,5,83.33,3,12,2,0,1,0,1,0,0,0,,0,0,0,Bradley Smith,Liverpool,149814,44,DF
1,0,0,20,57.14,8,38.1,2,40,12,,74.24,28,50,381,6,3,5,15,0,0,0,0,0,0,0,0,0,0,46,0,147,1,2,22.22,3,18.75,11,10,4,0,5,1,1,20,0,2,,0,0,0,Kieran Gibbs,Arsenal,24814,42,DF
0,3,0,35,52.24,10,52.63,1,50,32,,70.71,45,52.33,1043,3,11,7,13,0,0,0,0,0,0,0,0,0,0,61,0,268,4,3,17.65,16,26.67,18,38,13,0,1,0,1,0,0,0,,0,1,0,Martin Kelly,Crystal Palace,39472,7,DF
0,0,0,1,100,0,0,0,0,1,,84.62,1,50,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,1,50,0,3,0,0,0,0,0,0,0,0,,0,0,0,Fikayo Tomori,Chelsea,788255,38,DF
0,0,0,14,60.87,3,60,1,25,11,,60.98,17,60.71,144,2,3,0,3,0,0,0,0,0,0,0,0,0,0,4,0,25,1,0,0,4,40,3,2,3,0,1,1,0,0,0,1,,0,1,0,Kevin Mbabu,Newcastle United,227900,39,DF
0,3,0,15,38.46,9,50,2,33.33,12,1,78.83,24,42.11,438,1,9,8,5,0,0,0,0,0,0,0,0,0,0,44,0,175,3,1,14.29,9,37.5,12,18,3,0,1,0,0,0,0,0,,0,1,0,Joe Gomez,Liverpool,318927,44,DF
0,1,0,30,63.83,9,47.37,8,72.73,19,,76.95,39,59.09,823,3,3,7,10,0,0,0,0,0,0,0,0,0,0,80,1,237,4,4,16,13,38.24,8,22,4,0,2,0,1,0,0,0,,0,0,0,Andre Wisdom,Norwich City,111961,263,DF
0,1,0,24,52.17,1,14.29,4,44.44,13,,78.77,25,47.17,315,7,5,3,4,0,0,0,0,0,0,0,0,0,0,25,0,115,2,1,14.29,11,36.67,12,6,9,0,1,0,0,0,0,0,,0,1,1,Guillermo Varela,Manchester United,311456,35,DF
0,6,1,101,59.76,34,68,12,38.71,55,1,75.44,135,61.64,2330,36,28,8,28,0,0,0,0,0,0,0,0,0,0,213,3,636,21,24,19.83,44,36.67,52,52,13,1,9,2,1,0,0,3,,2,0,0,Alan Hutton,Aston Villa,9329,40,DF
0,0,0,9,56.25,6,54.55,3,100,4,,78.63,15,55.56,256,3,3,3,3,0,0,0,0,0,0,0,0,0,0,14,0,92,0,1,50,7,41.18,10,12,2,0,0,0,0,0,0,0,,0,0,0,Adrian Mariappa,Crystal Palace,10597,7,DF
0,1,0,0,0,3,75,0,0,0,,28.57,3,42.86,65,0,3,0,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,,0,0,0,Yohan Benalouane,Leicester City,21515,31,DF
0,0,0,0,0,0,0,0,0,0,,100,0,0,12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,0,0,Tyrone Mings,Bournemouth,303638,60,DF
0,0,0,1,33.33,0,0,0,0,0,,88.89,1,25,90,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,24,0,0,0,5,100,1,0,1,0,0,0,0,0,0,0,,0,0,0,José Ángel Crespo,Aston Villa,14202,40,DF
0,0,0,0,0,0,0,0,0,0,,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,Jamie Sterry,Newcastle United,794106,39,DF
0,0,0,0,0,0,0,0,0,0,,100,0,0,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,2,100,0,3,0,0,0,0,0,0,0,0,,0,0,0,Callum Connolly,Everton,823078,48,DF
0,0,0,1,100,1,100,0,0,1,,28.57,2,100,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,0,0,0,Dionatan Teixeira,Stoke City,63266,29,DF
0,0,0,0,0,0,0,0,0,0,,88.89,0,0,29,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,16,0,0,0,1,100,1,0,0,0,0,0,0,0,0,0,,0,0,0,Shaun MacDonald,Bournemouth,20545,60,DF
0,1,0,14,58.33,14,70,3,100,4,,77.2,28,63.64,540,7,5,0,6,0,0,0,0,0,0,0,0,0,0,12,0,149,0,0,0,13,36.11,6,65,5,0,0,0,0,0,0,0,,0,0,0,Wes Brown,Sunderland,749,41,DF
1,2,0,50,48.54,27,56.25,6,25,26,2,63.1,77,50.99,1773,18,18,7,24,0,0,0,0,0,0,0,0,0,0,89,1,301,7,12,16.67,34,25.19,25,66,10,0,7,6,0,14.29,0,0,,1,0,0,Martin Olsson,Norwich City,27247,263,DF
0,3,1,34,51.52,22,64.71,4,40,26,,74.34,56,56,1603,4,13,4,18,0,0,0,0,0,0,0,0,0,0,126,0,481,10,15,18.52,36,29.27,40,75,11,0,4,3,1,0,0,0,,0,1,1,Aly Cissokho,Aston Villa,42300,40,DF
0,1,0,14,35,7,58.33,2,50,11,1,83.07,21,40.38,421,1,7,4,5,0,0,0,0,0,0,0,0,0,0,48,0,211,2,1,14.29,5,27.78,9,17,13,0,0,0,0,0,0,0,,1,0,0,Jon Flanagan,Liverpool,143024,44,DF
0,1,0,4,66.67,7,46.67,0,0,3,,80,11,52.38,135,2,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,72,0,0,0,3,21.43,2,9,1,0,0,0,0,0,0,1,,1,1,0,Matthew Miazga,Chelsea,330485,38,DF
2,3,1,35,46.67,13,46.43,7,38.89,24,,74.85,48,46.6,1225,4,13,6,20,0,0,0,0,0,0,0,0,0,0,79,2,378,6,7,20.59,31,34.07,20,54,10,0,7,3,2,28.57,0,0,,1,1,0,Carl Jenkinson,West Ham United,137844,37,DF
0,0,0,31,47.69,5,26.32,8,44.44,17,,74.84,36,42.86,811,6,9,7,10,0,0,0,0,0,0,0,0,0,0,83,0,229,2,8,25.81,18,37.5,21,28,9,0,0,0,0,0,0,3,,0,0,0,Ivo Pinto,Norwich City,78730,263,DF
0,0,0,11,31.43,8,40,0,0,9,,78.87,19,34.55,309,2,4,3,8,0,0,0,0,0,0,0,0,0,0,29,0,153,1,1,16.67,14,37.84,5,13,11,0,3,1,0,0,0,0,,0,0,0,Paddy McNair,Manchester United,592876,35,DF
1,1,1,20,40.82,3,30,5,55.56,12,,74.67,23,38.98,661,3,7,6,8,0,0,0,0,0,0,0,0,0,0,83,0,227,2,3,20,13,27.66,7,23,13,0,8,4,2,12.5,0,0,,0,2,0,Steven Whittaker,Norwich City,9198,263,DF
13,1,0,213,49.65,22,34.38,101,61.21,47,4,79.58,235,47.67,2446,65,32,100,30,0,0,0,0,0,0,0,0,0,0,626,13,1142,64,11,17.19,71,66.98,24,6,25,11,107,38,36,12.15,4,13,,0,3,2,Alexis Sánchez,Arsenal,34120,42,FW
1,0,0,3,75,2,22.22,3,100,0,,50,5,38.46,25,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,2,0,50,0,3,,0,0,0,Modibo Maiga,West Ham United,27005,37,FW
25,5,0,128,40.13,76,34.86,48,50.53,29,1,73.08,204,37.99,3368,55,42,92,38,0,0,0,0,0,0,0,0,0,0,355,3,703,46,4,9.09,47,66.2,21,31,12,17,158,74,35,15.82,7,30,,0,0,2,Harry Kane,Tottenham Hotspur,108579,33,FW
24,5,1,102,43.97,92,31.72,39,42.86,35,6,65.76,194,37.16,3139,29,42,27,36,0,0,0,0,0,0,0,0,0,0,188,10,411,48,10,20.41,16,66.67,18,7,18,19,115,53,22,20.87,6,26,,0,0,0,Jamie Vardy,Leicester City,173827,31,FW
13,6,0,103,41.04,235,52.57,22,47.83,49,7,60.78,338,48.42,3291,36,50,59,38,0,0,0,0,0,0,0,0,0,0,388,10,784,57,2,7.69,36,44.44,17,48,23,3,94,32,34,13.83,1,18,,0,0,2,Troy Deeney,Watford,22109,24,FW
24,1,0,117,36.79,9,31.03,66,51.56,15,2,84.73,126,36.31,2373,36,20,101,30,0,0,0,0,0,0,0,0,0,0,335,4,616,29,3,15,14,73.68,6,0,19,16,119,52,26,20.17,4,27,,0,0,2,Sergio Agüero,Manchester City,17094,17,FW
11,6,0,46,30.07,108,56.84,7,43.75,13,6,66.06,154,44.9,2173,28,40,63,30,0,0,0,0,0,0,0,0,0,0,271,6,576,38,3,15.79,31,52.54,10,30,3,3,81,25,16,13.58,2,16,,0,0,1,Graziano Pellè,Southampton,11601,45,FW
