goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,successfulDribblesPercentage,tackles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team,player id,team id,position
8,4,0,68,37.78,25,30.49,25,54.35,29,6,83.13,93,35.5,2410,14,28,52,28,0,0,0,0,0,0,0,0,0,0,367,6,951,45,5,9.8,104,74.29,9,15,16,3,72,25,20,11.11,0,15,,0,0,2,Wayne Rooney,Manchester United,751,35,FW
5,5,0,193,57.1,3,10.34,84,66.67,42,6,82.4,196,53.41,2749,67,27,49,35,0,0,0,0,0,0,0,0,0,0,602,9,1236,83,52,22.32,101,66.89,20,5,27,2,60,20,19,8.33,0,3,,1,3,2,Willian,Chelsea,31417,38,FW
18,3,0,79,33.47,93,39.24,41,53.25,13,6,72.59,172,36.36,3174,25,30,91,37,0,0,0,0,0,0,0,0,0,0,352,8,797,53,6,19.35,23,71.88,0,5,7,18,118,48,32,15.25,7,16,,0,0,2,Romelu Lukaku,Everton,78893,48,FW
8,0,0,28,38.36,5,16.67,13,61.9,3,1,78.23,33,32.04,979,12,2,32,14,0,0,0,0,0,0,0,0,0,0,125,0,248,7,1,9.09,13,81.25,3,4,3,5,48,23,6,16.67,2,7,,0,0,0,Daniel Sturridge,Liverpool,20963,44,FW
4,2,0,180,57.69,11,32.35,89,61.81,21,3,86.08,191,55.2,2190,70,15,48,31,0,0,0,0,0,0,0,0,0,0,719,2,1218,67,9,20.45,75,84.27,13,4,15,1,36,14,11,11.11,0,10,,0,0,1,Eden Hazard,Chelsea,27583,38,FW
16,2,0,77,40.1,101,52.33,11,44,34,6,68.06,178,46.23,2424,33,40,47,38,0,0,0,0,0,0,0,0,0,0,221,9,571,36,3,12,9,64.29,11,26,22,13,101,43,21,15.84,3,26,,0,1,0,Olivier Giroud,Arsenal,39070,42,FW
7,2,0,107,46.32,9,31.03,37,71.15,37,12,73.28,116,44.62,2290,35,25,60,34,0,0,0,0,0,0,0,0,0,0,380,12,639,75,48,23.88,28,44.44,24,18,25,4,56,16,19,12.5,1,9,,0,0,1,Dušan Tadić,Southampton,38560,45,FW
7,3,0,134,50.95,8,30.77,52,57.78,37,2,83.73,142,49.13,2040,46,23,43,29,0,0,0,0,0,0,0,0,0,0,320,5,813,43,18,21.69,42,62.69,23,5,30,4,57,16,20,12.28,1,5,,1,1,1,Pedro,Chelsea,35428,38,FW
11,2,0,136,44.59,7,29.17,60,55.56,53,6,79.46,143,43.47,2818,23,49,44,34,0,0,0,0,0,0,0,0,0,0,361,11,859,51,16,28.57,39,65,28,14,31,9,70,22,12,15.71,4,32,,0,2,1,Marko Arnautović,Stoke City,21927,29,FW
9,2,0,36,36.73,113,56.22,7,50,9,2,61.61,149,49.83,1434,25,38,21,27,0,0,0,0,0,0,0,0,0,0,106,4,268,22,1,12.5,13,61.9,7,28,6,4,56,25,12,16.07,1,7,,1,0,2,Andy Carroll,West Ham United,18998,37,FW
8,3,0,118,50.21,39,53.42,47,52.81,37,3,69.6,157,50.97,2062,34,27,33,26,0,0,0,0,0,0,0,0,0,0,126,4,364,24,16,23.53,31,43.06,57,45,17,6,54,20,11,14.81,2,11,,1,0,0,Michail Antonio,West Ham United,47772,37,FW
15,4,0,127,40.06,25,25.25,49,50,27,3,75.9,152,36.54,3151,56,47,80,37,0,0,0,0,0,0,0,0,0,0,196,1,548,37,3,20,9,42.86,15,27,22,14,109,48,24,13.76,2,27,,0,0,0,Odion Ighalo,Watford,29774,24,FW
2,0,0,22,59.46,4,30.77,9,81.82,9,1,83.09,26,52,373,4,3,4,10,0,0,0,0,0,0,0,0,0,0,54,1,113,5,0,0,1,50,2,3,6,0,17,6,7,11.76,0,5,,0,0,0,Bertrand Traoré,Chelsea,218160,38,FW
4,1,0,34,47.89,10,37.04,14,51.85,11,2,76.51,44,44.9,578,9,6,18,11,0,0,0,0,0,0,0,0,0,0,67,1,114,8,0,0,1,100,2,6,0,3,20,11,4,20,1,0,,0,0,1,Danny Welbeck,Arsenal,33902,42,FW
3,1,0,66,48.89,3,30,21,40.38,25,,85.17,69,47.59,790,22,12,17,15,0,0,0,0,0,0,0,0,0,0,88,1,224,20,18,29.51,11,64.71,7,8,10,1,29,12,6,10.34,2,0,,0,0,0,Mauro Zárate,West Ham United,32893,37,FW
15,3,0,70,46.36,8,19.05,18,50,17,1,75.76,78,40.41,2550,35,17,43,33,0,0,0,0,0,0,0,0,0,0,136,2,322,22,2,15.38,9,60,2,2,9,7,85,39,26,17.65,1,43,,0,0,0,Jermain Defoe,Sunderland,946,41,FW
9,2,0,45,39.47,130,57.52,14,53.85,8,3,66.47,175,51.47,1518,26,29,29,29,0,0,0,0,0,0,0,0,0,0,143,4,343,31,1,100,13,76.47,0,13,3,9,61,20,16,14.75,0,17,,0,0,0,Christian Benteke,Liverpool,45970,44,FW
2,3,0,36,44.44,2,28.57,14,56,10,5,77.05,38,43.18,1142,12,7,19,19,0,0,0,0,0,0,0,0,0,0,155,4,433,29,17,39.53,57,51.35,10,7,9,1,16,3,3,12.5,2,1,,0,0,0,Adam Johnson,Sunderland,834,41,FW
12,8,0,108,36.36,42,31.34,40,37.38,21,6,77.79,150,34.8,2379,49,43,70,28,0,0,0,0,0,0,0,0,0,0,300,3,641,30,0,0,18,75,6,25,13,8,68,28,15,17.65,1,33,,1,0,0,Diego Costa,Chelsea,21212,38,FW
5,2,0,31,39.74,208,58.59,11,50,11,2,57.38,239,55.2,1657,12,24,16,32,0,0,0,0,0,0,0,0,0,0,136,2,342,15,0,0,6,50,6,29,6,6,61,18,11,8.2,2,6,,0,0,0,Rudy Gestede,Aston Villa,31812,40,FW
10,2,0,67,38.07,82,47.95,12,50,15,4,66.55,149,42.94,2111,40,43,42,28,0,0,0,0,0,0,0,0,0,0,179,3,396,33,10,19.61,3,21.43,19,21,16,12,63,22,9,15.87,3,25,,0,0,0,Shane Long,Southampton,10486,45,FW
3,0,0,68,55.74,6,35.29,17,62.96,26,2,78.65,74,53.24,887,25,9,14,19,0,0,0,0,0,0,0,0,0,0,138,4,269,13,1,9.09,6,42.86,10,3,21,2,19,7,2,15.79,0,3,,0,0,0,Joel Campbell,Arsenal,154508,42,FW
4,1,0,39,38.61,48,51.06,11,68.75,9,3,77.7,87,44.62,1223,20,17,34,26,0,0,0,0,0,0,0,0,0,0,115,3,317,13,0,0,4,66.67,2,8,7,4,60,17,20,6.67,1,7,,0,0,0,Wilfried Bony,Manchester City,39543,17,FW
7,0,0,75,47.47,119,45.77,22,68.75,11,1,68.8,194,46.41,1588,45,17,49,29,0,0,0,0,0,0,0,0,0,0,185,1,333,25,1,12.5,3,37.5,3,22,10,6,37,20,5,18.92,1,29,,0,0,0,Dieumerci Mbokani,Norwich City,17801,263,FW
0,0,0,2,50,0,0,0,0,2,,92.31,2,50,45,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8,0,12,2,1,16.67,0,0,0,0,1,0,3,1,2,0,0,0,,0,0,0,Sullay Kaikai,Crystal Palace,536318,7,FW
8,1,0,32,32.32,14,22.22,13,72.22,14,1,76.88,46,28.4,751,5,17,40,26,0,0,0,0,0,0,0,0,0,0,114,2,266,14,1,10,5,71.43,3,6,6,1,28,12,7,28.57,0,3,,0,0,0,Kelechi Iheanacho,Manchester City,359642,17,FW
12,5,0,161,48.2,45,33.58,28,46.67,55,2,81.72,206,44.02,2937,78,35,70,34,0,0,0,0,0,0,0,0,0,0,267,3,863,24,2,8.7,25,50,23,13,40,7,67,27,13,17.91,2,9,,0,0,0,André Ayew,Swansea City,27035,74,FW
2,1,0,8,34.78,3,33.33,2,28.57,1,,76.25,11,34.38,340,5,7,3,6,0,0,0,0,0,0,0,0,0,0,27,0,61,5,1,33.33,3,50,1,2,0,1,10,5,3,20,0,2,,0,0,0,Danny Ings,Liverpool,130181,44,FW
9,4,2,88,37.45,85,43.15,16,48.48,24,4,71.71,173,40.05,2113,52,50,68,34,0,0,0,0,0,0,0,0,0,0,160,1,517,30,0,0,12,66.67,7,32,20,8,79,30,18,11.39,2,16,,0,1,0,Aleksandar Mitrović,Newcastle United,192144,39,FW
4,0,0,73,42.69,0,0,31,44.29,29,2,81.38,73,40.78,1153,13,7,25,16,0,0,0,0,0,0,0,0,0,0,140,5,319,28,17,19.54,4,28.57,11,10,27,0,29,16,8,13.79,2,0,,0,0,0,Andros Townsend,Newcastle United,47992,39,FW
5,1,0,38,32.2,55,34.81,8,53.33,13,3,66.67,93,33.7,1324,19,32,30,21,0,0,0,0,0,0,0,0,0,0,101,1,258,12,2,18.18,23,76.67,4,20,16,4,34,9,6,14.71,3,2,,0,0,0,Connor Wickham,Crystal Palace,50485,7,FW
5,1,0,60,38.71,15,24.59,24,53.33,25,4,84.14,75,34.72,1458,12,15,45,25,0,0,0,0,0,0,0,0,0,0,209,5,488,15,4,44.44,12,75,9,7,15,5,36,14,9,13.89,0,4,,0,1,1,Arouna Koné,Everton,12790,48,FW
0,0,0,8,50,20,50,2,66.67,3,,63.16,28,50,258,3,5,2,4,0,0,0,0,0,0,0,0,0,0,20,0,48,3,0,0,1,50,0,5,0,1,6,2,2,0,0,5,,0,0,0,Libor Kozák,Aston Villa,51004,40,FW
6,0,0,50,38.76,31,40.79,23,69.7,7,,80.16,81,39.51,1694,20,17,45,33,0,0,0,0,0,0,0,0,0,0,121,4,408,17,1,33.33,18,85.71,6,19,7,6,59,17,15,10.17,2,38,,0,2,0,Bafetimbi Gomis,Swansea City,3530,74,FW
4,1,0,56,42.75,23,35.38,15,33.33,19,2,75.4,79,40.31,1009,22,11,27,19,0,0,0,0,0,0,0,0,0,0,69,2,187,12,5,20.83,2,18.18,10,16,11,4,34,12,9,11.76,1,9,,0,0,0,Enner Valencia,West Ham United,106456,37,FW
2,2,0,76,44.19,1,12.5,46,50.55,16,8,73.56,77,42.78,1384,14,3,29,26,0,0,0,0,0,0,0,0,0,0,176,10,384,37,23,16.2,38,58.46,14,5,20,1,9,6,2,22.22,0,2,,0,0,1,Gerard Deulofeu,Everton,96372,48,FW
6,0,0,54,40.3,53,33.97,11,52.38,27,2,70.43,107,36.9,968,18,20,36,29,0,0,0,0,0,0,0,0,0,0,120,2,281,14,1,11.11,6,46.15,7,21,20,5,33,10,5,18.18,0,6,,0,0,0,Leonardo Ulloa,Leicester City,52691,31,FW
7,2,0,94,42.92,2,15.38,47,49.47,18,1,84.34,96,41.38,1709,29,9,38,27,0,0,0,0,0,0,0,0,0,0,228,1,614,27,5,15.63,38,79.17,15,1,33,1,36,15,7,19.44,0,3,,0,0,1,Bojan Krkić,Stoke City,25929,29,FW
6,1,0,97,38.96,30,37.04,45,45.45,29,2,77.2,127,38.48,1924,28,37,51,31,0,0,0,0,0,0,0,0,0,0,139,6,342,25,5,20.83,3,37.5,10,12,12,2,55,20,16,10.91,1,16,,0,1,0,Joshua King,Bournemouth,100621,60,FW
5,0,0,32,39.51,7,19.44,14,60.87,5,1,75,39,33.33,666,13,11,25,16,0,0,0,0,0,0,0,0,0,0,60,0,123,9,3,21.43,0,0,0,1,4,3,24,12,7,20.83,1,10,,0,0,0,Divock Origi,Liverpool,190399,44,FW
5,2,0,133,45.7,20,37.04,75,52.82,26,3,72.53,153,44.35,2076,33,25,45,26,0,0,0,0,0,0,0,0,0,0,180,7,367,24,25,18.12,12,34.29,10,27,23,4,57,26,13,8.77,1,17,,0,0,1,Yannick Bolasie,Crystal Palace,46620,7,FW
0,0,0,42,51.22,13,50,5,55.56,28,,82.26,55,50.93,752,9,14,10,17,0,0,0,0,0,0,0,0,0,0,83,0,306,5,1,10,17,62.96,22,16,12,1,12,2,4,0,1,0,,0,1,0,Marco van Ginkel,Stoke City,112794,29,FW
5,0,0,31,36.05,4,23.53,7,26.92,5,,73.28,35,33.98,772,19,12,22,13,0,0,0,0,0,0,0,0,0,0,44,2,96,7,1,20,1,100,1,1,3,0,17,8,6,29.41,0,4,,0,0,0,Callum Wilson,Bournemouth,113956,60,FW
4,0,0,34,36.17,64,41.29,7,41.18,11,,61.72,98,39.36,1016,18,19,30,16,0,0,0,0,0,0,0,0,0,0,73,1,179,8,0,0,4,44.44,3,6,4,1,25,10,7,16,0,8,,0,0,0,Steven Fletcher,Sunderland,9216,41,FW
0,2,0,12,40,0,0,4,57.14,6,2,72.09,12,34.29,222,2,7,2,9,0,0,0,0,0,0,0,0,0,0,29,1,62,8,7,38.89,11,78.57,2,1,7,1,8,4,1,0,0,0,,0,0,0,Steven Berghuis,Watford,100386,24,FW
5,1,0,43,43,81,44.02,12,46.15,8,3,65.65,124,43.66,1724,27,14,26,27,0,0,0,0,0,0,0,0,0,0,129,4,323,24,3,8.33,15,57.69,5,26,8,4,32,13,4,15.63,0,25,,0,0,0,Jonathan Walters,Stoke City,19524,29,FW
9,1,1,55,26.32,92,36.22,13,41.94,9,2,65.61,147,31.75,2564,34,35,90,34,0,0,0,0,0,0,0,0,0,0,198,1,412,28,6,18.75,10,52.63,14,45,16,7,71,21,17,12.68,1,26,,0,0,0,Salomón Rondón,West Bromwich Albion,35532,8,FW
0,0,0,12,46.15,28,59.57,4,80,2,,64.81,40,54.79,365,7,2,9,10,0,0,0,0,0,0,0,0,0,0,30,0,70,5,0,0,0,0,2,8,2,1,13,4,6,0,2,4,,0,0,0,Victor Anichebe,West Bromwich Albion,14731,8,FW
6,1,0,128,46.89,8,26.67,41,51.9,34,2,85.34,136,44.88,1925,53,26,65,31,0,0,0,0,0,0,0,0,0,0,392,2,722,35,5,8.62,10,50,16,3,22,6,52,22,16,11.54,0,5,,0,0,0,Raheem Sterling,Manchester City,138534,17,FW
0,0,0,4,50,1,100,3,60,0,,78.26,5,55.56,55,1,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,18,1,0,0,2,100,2,0,2,0,1,1,0,0,0,0,,0,0,0,Juan Iturbe,Bournemouth,146415,60,FW
5,3,0,59,36.2,54,35.06,18,33.96,15,1,62.21,113,35.65,1525,28,19,44,21,0,0,0,0,0,0,0,0,0,0,98,3,214,14,3,12.5,4,26.67,9,19,8,8,48,18,10,10.42,1,12,,0,0,0,Diafra Sakho,West Ham United,74069,37,FW
4,3,0,70,45.45,21,28.77,8,40,23,1,73.65,91,40.09,1330,41,30,33,23,0,0,0,0,0,0,0,0,0,0,164,3,369,20,3,23.08,9,52.94,7,8,14,3,25,9,8,16,0,9,,0,0,0,Steven Naismith,Norwich City,9257,263,FW
1,1,0,9,39.13,10,32.26,2,40,3,2,68.92,19,35.19,339,4,7,2,13,0,0,0,0,0,0,0,0,0,0,21,1,51,9,1,25,0,0,3,4,2,1,11,1,1,9.09,0,6,,0,0,0,Nikica Jelavić,West Ham United,37327,37,FW
4,0,0,35,36.08,57,59.38,6,37.5,14,1,71.77,92,47.67,1090,18,19,20,22,0,0,0,0,0,0,0,0,0,0,73,1,272,10,5,35.71,10,71.43,6,11,17,6,29,16,4,13.79,0,8,,0,0,0,Joselu,Stoke City,69418,29,FW
5,3,0,54,52.43,34,39.08,12,57.14,18,1,71.97,88,46.32,1269,26,21,14,26,0,0,0,0,0,0,0,0,0,0,58,1,190,10,1,12.5,4,33.33,5,18,10,6,30,16,6,16.67,0,8,,0,0,0,Mame Biram Diouf,Stoke City,22481,29,FW
7,6,1,153,39.43,61,41.78,75,44.12,40,,80.88,214,40.07,2352,38,48,75,30,0,0,0,0,0,0,0,0,0,0,226,4,647,18,6,13.95,16,55.17,23,8,22,1,59,21,21,11.86,2,10,,0,0,0,Jordan Ayew,Aston Villa,103045,40,FW
0,0,0,14,43.75,2,50,6,60,7,1,63.89,16,44.44,184,1,4,7,8,0,0,0,0,0,0,0,0,0,0,16,1,46,2,1,25,1,33.33,0,0,3,0,6,2,2,0,0,2,,0,0,0,Clinton N'Jie,Tottenham Hotspur,291665,33,FW
3,1,0,21,30.88,25,34.72,3,25,10,,74.81,46,32.86,1070,8,13,20,21,0,0,0,0,0,0,0,0,0,0,87,0,303,11,2,25,21,70,3,10,7,1,23,9,2,13.04,0,19,,0,0,1,Papiss Demba Cissé,Newcastle United,8978,39,FW
1,0,0,13,52,6,30,7,58.33,0,,84.16,19,42.22,285,6,1,6,13,0,0,0,0,0,0,0,0,0,0,42,0,85,4,0,0,3,100,1,4,0,1,13,5,3,7.69,0,5,,0,0,0,Loïc Rémy,Chelsea,16674,38,FW
3,1,1,46,59.74,22,38.6,1,33.33,11,,70.83,68,50.75,768,35,20,11,16,0,0,0,0,0,0,0,0,0,0,53,1,102,8,3,33.33,1,14.29,3,3,3,4,22,9,4,13.64,1,2,,0,0,0,Dwight Gayle,Crystal Palace,232118,7,FW
1,1,0,9,37.5,10,41.67,2,40,2,,75,19,39.58,228,5,7,5,10,0,0,0,0,0,0,0,0,0,0,20,0,63,2,0,0,2,100,3,1,2,0,11,5,2,9.09,0,2,,0,0,0,Radamel Falcao,Chelsea,25682,38,FW
1,2,0,54,40.91,49,52.13,17,65.38,25,,83.56,103,45.58,1068,13,33,31,18,0,0,0,0,0,0,0,0,0,0,137,0,493,11,0,0,15,75,10,22,11,5,23,8,7,4.35,1,4,,0,0,0,Marouane Fellaini,Manchester United,21764,35,FW
2,3,0,59,38.06,5,26.32,21,50,27,1,73.7,64,36.78,1077,12,18,27,14,0,0,0,0,0,0,0,0,0,0,111,3,241,27,26,29.55,18,40.91,14,8,31,1,24,5,12,8.33,2,4,,0,0,0,Wahbi Khazri,Sunderland,51640,41,FW
3,2,0,34,37.36,27,46.55,9,52.94,7,,65.02,61,40.94,795,19,26,18,21,0,0,0,0,0,0,0,0,0,0,47,2,132,9,2,33.33,3,100,3,9,9,4,25,14,2,12,0,13,,0,0,0,Glenn Murray,Bournemouth,20097,60,FW
6,4,0,137,41.14,7,19.44,42,41.18,56,2,75.51,144,39.02,2045,39,35,63,34,0,0,0,0,0,0,0,0,0,0,169,4,444,30,17,23.29,25,49.02,28,13,40,3,50,16,13,12,0,5,,0,1,0,Ayoze Pérez,Newcastle United,345195,39,FW
5,6,0,95,42.04,25,32.47,24,44.44,24,2,71.64,120,39.6,1899,50,31,43,26,0,0,0,0,0,0,0,0,0,0,140,3,394,18,6,20.69,28,49.12,22,30,32,3,48,18,8,10.42,0,2,,0,0,0,Fabio Borini,Sunderland,89510,41,FW
1,0,0,13,50,9,36,1,50,5,,64,22,43.14,208,7,3,7,7,0,0,0,0,0,0,0,0,0,0,13,0,32,1,1,33.33,1,20,0,7,3,1,8,2,3,12.5,0,2,,0,0,0,Charlie Austin,Southampton,97905,45,FW
1,2,0,37,48.05,21,38.18,5,29.41,12,,69.52,58,43.94,567,20,20,6,11,0,0,0,0,0,0,0,0,0,0,45,0,130,4,2,28.57,9,50,7,6,8,0,9,4,3,11.11,0,5,,0,0,0,Dame N'Doye,Sunderland,30178,41,FW
0,0,0,2,100,0,0,1,100,0,,85.71,2,66.67,23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,12,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,,0,0,0,Javier Hernández,Manchester United,34312,35,FW
0,0,0,5,55.56,1,10,1,100,3,,94.74,6,31.58,63,1,2,2,3,0,0,0,0,0,0,0,0,0,0,6,0,18,1,1,50,0,0,0,0,1,0,3,0,1,0,0,0,,0,0,0,Emmanuel Rivière,Newcastle United,38764,39,FW
5,1,0,99,42.86,53,28.65,17,32.08,37,,74.91,152,36.54,2070,47,31,48,36,0,0,0,0,0,0,0,0,0,0,137,2,406,20,0,0,5,62.5,15,6,22,7,46,12,12,10.87,2,8,,0,0,0,Shinji Okazaki,Leicester City,19303,31,FW
4,4,0,80,43.24,2,9.09,21,43.75,38,1,84.69,82,39.61,1635,21,24,26,25,0,0,0,0,0,0,0,0,0,0,293,2,603,14,2,9.09,10,34.48,15,11,30,3,31,13,8,12.9,1,5,,0,0,0,Jesse Lingard,Manchester United,205508,35,FW
0,0,0,8,22.86,50,60.24,2,66.67,3,1,57.89,58,49.15,457,4,13,8,11,0,0,0,0,0,0,0,0,0,0,45,1,88,4,0,0,0,0,4,9,5,0,7,3,3,0,0,9,,0,0,0,Peter Crouch,Stoke City,917,29,FW
2,1,0,50,40,8,30.77,20,57.14,18,1,82.14,58,38.41,1074,12,13,38,20,0,0,0,0,0,0,0,0,0,0,108,5,276,10,13,16.88,15,42.86,14,7,10,3,34,15,11,5.88,0,8,,0,0,0,Bakary Sako,Crystal Palace,51455,7,FW
1,0,0,23,34.33,26,34.67,4,25,6,2,71.3,49,34.51,1036,13,21,8,15,0,0,0,0,0,0,0,0,0,0,60,2,159,13,2,16.67,4,57.14,2,9,4,1,10,6,2,10,0,3,,0,0,0,Gabriel Agbonlahor,Aston Villa,13167,40,FW
2,2,0,15,28.3,5,23.81,2,28.57,7,,74.37,20,27.03,669,6,17,13,10,0,0,0,0,0,0,0,0,0,0,44,1,148,3,1,20,3,37.5,7,4,5,3,15,7,5,13.33,1,6,,0,0,0,Alberto Paloschi,Swansea City,33903,74,FW
1,0,0,6,37.5,0,0,0,0,3,,88.89,6,31.58,131,3,2,5,2,0,0,0,0,0,0,0,0,0,0,11,0,24,1,0,0,1,100,0,1,1,2,4,2,0,25,0,2,,0,0,1,Alexandre Pato,Chelsea,32164,38,FW
1,2,0,8,28.57,20,35.09,0,0,0,1,68.01,28,32.94,617,8,6,11,19,0,0,0,0,0,0,0,0,0,0,91,1,185,11,1,25,6,33.33,0,6,4,0,14,4,3,7.14,0,2,,0,0,0,Rickie Lambert,West Bromwich Albion,19659,8,FW
0,0,0,19,46.34,9,31.03,6,66.67,4,,73.26,28,40,269,9,11,8,13,0,0,0,0,0,0,0,0,0,0,23,0,63,3,0,0,1,25,1,7,0,0,5,1,0,0,0,1,,0,0,0,Éder,Swansea City,43739,74,FW
4,0,0,55,35.95,8,32,17,53.13,27,1,79.64,63,35.39,1105,11,12,53,28,0,0,0,0,0,0,0,0,0,0,164,0,356,18,1,7.14,2,25,12,7,19,3,38,13,13,10.53,1,9,,0,0,0,Heung-min Son,Tottenham Hotspur,111505,33,FW
4,0,0,59,38.56,10,28.57,19,70.37,18,,78.12,69,36.7,1741,24,18,58,31,0,0,0,0,0,0,0,0,0,0,162,1,357,18,4,18.18,16,59.26,7,1,15,7,35,11,10,11.43,1,10,,0,0,1,Saido Berahino,West Bromwich Albion,111962,8,FW
4,0,0,19,29.69,10,24.39,5,29.41,5,,87.11,29,27.62,936,9,15,18,15,0,0,0,0,0,0,0,0,0,0,71,0,196,12,1,25,2,50,2,9,3,4,14,5,2,28.57,0,9,,0,0,0,Benik Afobe,Bournemouth,98437,60,FW
0,0,0,1,50,0,0,1,100,0,,85.71,1,50,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,James Wilson,Manchester United,353222,35,FW
0,0,0,4,36.36,0,0,2,25,2,,65.22,4,36.36,57,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,15,2,3,37.5,1,100,3,0,1,0,1,0,1,0,0,0,,0,0,0,Andre Green,Aston Villa,796139,40,FW
0,0,0,1,50,0,0,0,0,0,,75,1,33.33,29,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,Seydou Doumbia,Newcastle United,24199,39,FW
0,1,0,11,34.38,7,46.67,5,35.71,5,,77.66,18,38.3,346,1,4,4,12,0,0,0,0,0,0,0,0,0,0,32,0,73,3,2,50,1,50,2,2,4,2,17,6,4,0,0,3,,0,0,0,Jay Rodriguez,Southampton,26989,45,FW
0,1,0,15,50,8,36.36,1,33.33,7,,78.49,23,44.23,250,7,7,4,10,0,0,0,0,0,0,0,0,0,0,34,0,73,4,0,0,1,100,1,3,3,1,2,1,0,0,0,4,,0,0,0,Marouane Chamakh,Crystal Palace,3233,7,FW
3,3,1,88,41.31,21,52.5,26,40,36,3,67.53,109,43.08,1293,31,27,36,20,0,0,0,0,0,0,0,0,0,0,96,4,260,19,14,17.5,14,35,3,10,23,0,26,7,7,11.54,1,4,,0,1,1,Jeremain Lens,Sunderland,18115,41,FW
0,1,0,18,41.86,26,44.07,0,0,10,2,73.23,44,43.14,663,8,9,1,12,0,0,0,0,0,0,0,0,0,0,36,1,186,8,0,0,7,50,8,6,12,1,7,1,3,0,0,0,,0,0,0,Ola Toivonen,Sunderland,7938,41,FW
0,0,0,23,46,10,25.64,11,61.11,5,,76.06,33,37.08,509,7,5,13,13,0,0,0,0,0,0,0,0,0,0,56,0,108,7,1,16.67,2,100,1,4,2,2,10,2,3,0,0,7,,0,0,0,Emmanuel Emenike,West Ham United,82011,37,FW
1,1,0,25,47.17,4,40,5,33.33,13,1,84.03,29,46.03,377,8,9,4,10,0,0,0,0,0,0,0,0,0,0,16,1,100,5,3,25,7,53.85,6,10,5,0,2,1,0,50,0,0,,1,0,0,Rolando Aarons,Newcastle United,581032,39,FW
3,2,0,33,28.21,74,45.96,12,40,11,2,63.21,107,38.49,1774,10,36,36,34,0,0,0,0,0,0,0,0,0,0,115,0,256,8,1,5.56,6,60,6,11,3,11,46,11,7,6.52,1,22,,0,0,0,Cameron Jerome,Norwich City,16303,263,FW
0,0,0,10,31.25,8,34.78,3,75,5,,67.78,18,32.73,355,3,8,12,13,0,0,0,0,0,0,0,0,0,0,31,0,61,4,0,0,1,50,2,3,3,1,10,4,2,0,1,3,,0,0,0,Patrick Bamford,Norwich City,204336,263,FW
1,2,0,26,32.1,4,33.33,11,36.67,11,,82.52,30,32.26,820,4,10,18,21,0,0,0,0,0,0,0,0,0,0,109,0,255,8,3,23.08,9,64.29,2,1,8,2,19,9,3,5.26,0,6,,0,0,0,Lewis Grabban,Bournemouth,11803,60,FW
2,3,0,62,36.9,5,12.82,16,50,23,1,74.5,67,32.37,1680,23,30,53,28,0,0,0,0,0,0,0,0,0,0,181,1,485,29,10,14.93,21,47.73,12,9,9,2,18,9,5,11.11,0,7,,0,1,0,Wayne Routledge,Swansea City,636,74,FW
1,1,0,12,22.64,20,31.75,5,50,2,1,76.09,32,27.59,616,5,10,26,12,0,0,0,0,0,0,0,0,0,0,67,0,175,6,1,16.67,7,77.78,1,7,3,2,12,4,2,8.33,1,11,,0,0,0,Emmanuel Adebayor,Crystal Palace,3094,7,FW
0,0,0,8,50,2,18.18,1,33.33,4,,77.27,10,37.04,142,3,2,2,5,0,0,0,0,0,0,0,0,0,0,13,1,34,3,2,66.67,2,100,3,0,2,1,2,1,0,0,0,0,,0,0,0,Oumar Niasse,Everton,226780,48,FW
0,0,0,5,35.71,1,50,1,33.33,3,,89.8,6,37.5,101,1,3,2,5,0,0,0,0,0,0,0,0,0,0,10,0,44,0,1,14.29,1,33.33,2,1,2,0,2,0,1,0,0,1,,0,0,0,Peter Odemwingie,Stoke City,3596,29,FW
0,0,0,3,33.33,6,42.86,0,0,0,,71.19,9,39.13,125,3,0,5,7,0,0,0,0,0,0,0,0,0,0,23,0,42,1,0,0,3,75,2,1,0,0,1,0,0,0,0,1,,0,0,0,Yann Kermorgant,Bournemouth,51348,60,FW
