goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,successfulDribblesPercentage,tackles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team,player id,team id,Position
0,0,0,0,0,1,100,0,0,0,0,77.78,1,100,35,0,0,0,1,4,2,2,0,0,0,0,0,1,0,0,0,7,0,0,0,1,33.33,0,1,0,0,0,0,0,0,0,0,,0,0,0,Kristoffer Klaesson,Leeds United,858254,34,GK
0,0,0,0,0,0,0,0,0,0,0,84.85,0,0,90,0,0,0,1,2,2,0,0,0,0,0,2,0,2,0,0,28,0,0,0,2,28.57,0,2,0,0,0,0,0,0,0,0,,0,0,0,Zack Steffen,Manchester City,332995,17,GK
0,0,0,1,100,1,100,0,0,0,0,78.9,2,100,360,1,0,0,4,11,8,3,2,1,1,2,4,2,4,1,0,86,0,0,0,14,38.89,0,6,0,0,0,0,0,0,0,0,,0,0,0,Kepa Arrizabalaga,Chelsea,232422,38,GK
0,0,0,0,0,0,0,0,0,0,0,88,0,0,90,0,0,0,1,4,3,1,1,1,0,1,0,0,0,0,0,22,0,0,0,2,40,0,1,0,0,0,0,0,0,0,0,,0,0,0,Danny Ward,Leicester City,197428,31,GK
0,0,0,7,77.78,15,93.75,1,100,3,1,85.47,22,88,3240,2,0,0,36,76,50,26,24,18,6,22,29,19,30,19,1,1006,1,0,0,152,48.1,0,47,2,0,0,0,0,0,0,0,,1,0,0,Alisson,Liverpool,243609,44,GK
0,0,0,2,100,1,100,0,0,1,0,89.74,3,100,180,1,0,0,2,6,2,4,2,1,1,0,4,0,4,0,0,70,0,0,0,4,33.33,0,1,0,0,0,0,0,0,0,0,,0,0,0,Caoimhin Kelleher,Liverpool,827362,44,GK
0,3,0,17,77.27,13,100,4,100,2,1,62.99,30,85.71,3285,12,3,0,37,121,87,34,40,34,6,41,30,20,31,23,2,560,3,0,0,143,30.62,2,39,2,0,0,0,0,0,0,0,,2,3,0,José Sá,Wolverhampton,252669,3,GK
0,1,0,1,50,10,83.33,0,0,0,0,64.48,11,78.57,2160,2,1,0,24,78,42,34,27,20,7,27,16,7,16,75,0,619,1,0,0,259,44.27,0,17,0,0,0,0,0,0,0,0,,1,0,0,David Raya,Brentford,581310,50,GK
0,1,0,2,50,18,100,0,0,0,0,44.46,20,90.91,3240,2,0,0,36,121,79,40,47,43,4,42,28,16,28,88,0,413,2,0,0,331,39.26,2,46,2,0,0,0,0,0,0,0,,1,2,0,Nick Pope,Burnley,162653,6,GK
0,2,0,2,66.67,14,87.5,0,0,1,0,76.8,16,84.21,3420,2,0,0,38,98,60,38,40,34,6,28,22,10,22,19,1,609,2,0,0,157,47.01,1,34,1,0,0,0,0,0,0,0,,1,2,0,Hugo Lloris,Tottenham Hotspur,9048,33,GK
0,2,0,2,66.67,9,90,0,0,1,0,74.91,11,84.62,2655,2,1,0,30,84,50,33,33,26,7,15,17,14,17,9,0,597,0,0,0,136,40.84,1,22,0,0,0,0,0,0,0,0,,0,1,0,Vicente Guaita,Crystal Palace,32023,7,GK
0,2,0,2,50,10,71.43,1,100,0,0,69.72,12,66.67,3330,2,0,0,37,131,91,39,58,50,8,13,15,12,15,28,0,783,1,0,0,264,44.59,1,27,2,0,0,0,0,0,0,0,,1,1,0,Kasper Schmeichel,Leicester City,1076,31,GK
0,1,0,7,87.5,7,77.78,1,100,2,0,62.57,14,82.35,3060,5,0,0,34,90,49,41,39,34,5,22,20,12,21,43,0,632,0,0,0,159,30.29,0,38,1,0,0,0,0,0,0,0,,0,3,0,Aaron Ramsdale,Arsenal,839410,42,GK
0,4,1,5,83.33,17,100,0,0,2,0,67.37,22,95.65,3330,2,1,0,37,101,66,33,42,31,11,50,6,10,6,42,2,898,3,0,0,203,32.58,0,21,0,0,0,0,0,0,0,0,,0,4,0,Robert Sánchez,Brighton & Hove Albion,920546,30,GK
0,2,0,4,66.67,12,100,0,0,0,0,59.25,16,88.89,3330,5,1,1,37,114,73,41,50,43,7,25,5,11,5,22,0,503,0,0,0,219,38.97,0,22,0,0,0,0,0,0,0,0,,0,0,0,Łukasz Fabiański,West Ham United,15479,37,GK
0,3,0,6,66.67,10,76.92,0,0,2,0,88.75,16,72.73,3330,4,1,0,37,60,39,18,26,24,2,17,19,9,19,8,0,852,0,0,0,147,59.27,0,21,2,0,0,0,0,0,0,0,,0,0,0,Ederson,Manchester City,254491,17,GK
0,0,0,0,0,5,100,0,0,0,0,43.75,5,100,270,0,0,0,3,11,7,4,8,8,0,2,1,3,1,3,0,35,0,0,0,20,31.25,0,6,0,0,0,0,0,0,0,0,,0,0,0,Asmir Begović,Everton,13918,48,GK
0,1,0,4,80,7,100,0,0,1,0,54.72,11,91.67,1710,3,0,0,19,68,54,14,35,31,4,15,15,12,15,30,0,290,0,0,0,121,33.89,0,35,1,0,0,0,0,0,0,0,,1,1,0,Fraser Forster,Southampton,19314,45,GK
0,3,0,4,57.14,11,91.67,0,0,1,0,82.04,15,78.95,3060,3,1,0,34,73,47,25,31,27,4,25,19,11,19,10,0,658,0,0,0,119,47.79,0,24,2,0,0,0,0,0,0,0,,1,3,0,Edouard Mendy,Chelsea,845074,38,GK
0,0,0,1,100,8,100,0,0,0,0,68.91,9,100,3420,1,0,0,38,128,80,46,57,48,9,8,7,10,7,6,0,543,0,0,0,116,33.14,0,21,0,0,0,0,0,0,0,0,,1,1,0,David De Gea,Manchester United,69378,35,GK
0,1,0,6,85.71,4,80,0,0,1,0,59.36,10,83.33,2340,5,0,0,26,73,54,18,35,33,2,17,9,4,9,41,0,447,2,0,0,224,42.5,0,12,1,0,0,0,0,0,0,0,,0,2,0,Martin Dúbravka,Newcastle United,42209,39,GK
0,2,0,7,87.5,11,91.67,1,100,1,0,48.09,18,90,3150,6,0,0,35,117,69,47,58,52,6,19,17,22,17,122,0,491,4,0,0,286,35.09,1,36,1,0,0,0,0,0,0,0,,1,0,0,Jordan Pickford,Everton,138530,48,GK
0,2,0,6,100,15,88.24,2,100,1,0,68.97,21,91.3,3385,5,0,0,38,143,91,51,79,72,7,20,22,18,22,8,0,769,0,0,0,151,31.07,0,45,0,0,0,0,0,0,0,0,,1,0,0,Illan Meslier,Leeds United,906076,34,GK
0,4,0,2,50,10,90.91,0,0,1,0,70.44,12,80,3240,3,0,0,36,95,59,35,48,39,9,30,10,3,11,37,0,660,0,0,0,173,38.79,0,9,2,0,0,0,0,0,0,0,,1,0,0,Emiliano Martínez,Aston Villa,158263,40,GK
0,0,0,3,100,2,50,0,0,0,0,60.53,5,71.43,1080,3,0,0,12,49,32,15,24,20,4,8,4,4,4,13,0,276,0,0,0,80,31.75,0,9,0,0,0,0,0,0,0,0,,1,1,0,Álvaro Fernández,Brentford,852412,50,GK
0,0,0,0,0,2,66.67,0,0,0,0,62.79,2,66.67,810,0,0,0,9,35,27,8,22,19,3,3,5,2,5,8,0,162,0,0,0,63,40.91,0,13,0,0,0,0,0,0,0,0,,0,0,0,Angus Gunn,Norwich City,227946,263,GK
0,0,0,2,66.67,2,100,1,100,0,0,54.29,4,80,1080,1,1,0,12,47,29,17,28,26,2,7,6,3,6,15,0,171,0,0,0,79,35.91,1,8,0,0,0,0,0,0,0,0,,0,0,0,Daniel Bachmann,Watford,288019,24,GK
0,1,0,0,0,6,100,0,0,0,0,56.51,6,100,1530,0,0,0,17,44,27,17,27,26,1,21,2,8,2,12,0,243,1,0,0,81,30.45,0,12,0,0,0,0,0,0,0,0,,0,0,0,Alex McCarthy,Southampton,45502,45,GK
0,1,0,1,25,7,70,0,0,1,0,65.45,8,57.14,2610,0,0,0,29,106,69,36,62,57,5,12,6,17,7,23,1,591,1,0,0,193,39.31,0,27,3,0,0,0,0,0,0,0,,4,0,0,Tim Krul,Norwich City,18154,263,GK
0,0,0,0,0,0,0,0,0,0,0,48.65,0,0,90,0,0,0,1,2,2,0,1,1,0,1,0,0,0,1,0,18,0,0,0,10,34.48,0,1,0,0,0,0,0,0,0,0,,0,0,0,Alphonse Aréola,West Ham United,96531,37,GK
0,0,0,0,0,1,100,0,0,0,0,88.89,1,100,90,0,0,0,1,3,3,0,2,2,0,0,0,1,0,1,0,32,0,0,0,3,42.86,0,1,0,0,0,0,0,0,0,0,,0,0,0,Jason Steele,Brighton & Hove Albion,31867,30,GK
0,0,0,1,100,1,33.33,0,0,0,0,70.45,2,50,765,1,0,0,9,17,10,7,13,11,2,11,3,7,3,4,0,174,0,0,0,31,30.1,0,8,0,0,0,0,0,0,0,0,,0,0,0,Jack Butland,Crystal Palace,98448,7,GK
0,0,0,1,100,3,75,0,0,1,0,62.38,4,80,360,0,0,0,4,10,8,2,9,8,1,5,0,4,0,3,0,63,0,0,0,22,36.67,0,5,0,0,0,0,0,0,0,0,,0,0,0,Bernd Leno,Arsenal,103335,42,GK
0,0,0,0,0,2,100,0,0,0,0,47.89,2,100,180,1,0,0,2,8,5,3,6,4,2,0,1,1,1,10,0,34,3,0,0,29,43.94,1,1,0,0,0,0,0,0,0,0,,0,1,0,Wayne Hennessey,Burnley,16620,6,GK
0,0,0,4,50,6,66.67,1,100,0,1,44.03,10,58.82,2340,3,1,0,26,70,48,20,49,41,8,17,7,6,7,56,0,354,1,0,0,213,32.37,0,15,3,0,0,0,0,0,0,0,,3,1,0,Ben Foster,Watford,10599,24,GK
0,1,0,1,50,2,100,0,0,0,0,57.47,3,75,720,1,1,0,8,24,10,13,15,14,1,4,2,3,2,22,0,127,0,0,0,78,45.35,0,8,0,0,0,0,0,0,0,0,,1,0,0,Karl Darlow,Newcastle United,123689,39,GK
0,0,0,0,0,1,100,0,0,0,0,62.07,1,100,135,0,0,0,2,4,3,1,3,3,0,0,2,0,2,1,0,18,0,0,0,2,16.67,0,3,0,0,0,0,0,0,0,0,,0,0,0,John Ruddy,Wolverhampton,1131,3,GK
0,1,0,0,0,0,0,0,0,0,0,61.67,0,0,180,0,0,0,2,6,6,0,5,5,0,1,1,1,1,2,0,37,0,0,0,19,45.24,0,3,0,0,0,0,0,0,0,0,,0,1,0,Willy Caballero,Southampton,52741,45,GK
0,0,0,0,0,0,0,0,0,0,0,46.15,0,0,90,0,0,0,1,2,2,0,3,2,1,5,0,1,0,2,0,18,0,0,0,10,33.33,0,1,0,0,0,0,0,0,0,0,,0,0,0,Robin Olsen,Aston Villa,26025,40,GK
0,0,0,0,0,0,0,0,0,0,0,58.88,0,0,360,0,0,0,4,10,6,4,12,11,1,3,0,0,0,5,0,63,0,0,0,24,35.29,0,0,0,0,0,0,0,0,0,0,,1,0,0,Freddie Woodman,Newcastle United,284417,39,GK
0,0,0,0,0,0,0,0,0,0,0,65.45,0,0,180,0,0,0,2,2,0,2,5,4,1,0,2,0,2,3,0,36,0,0,0,12,40,0,1,0,0,0,0,0,0,0,0,,0,0,0,Jonas Lössl,Brentford,37514,50,GK
0,0,0,0,0,0,0,0,0,0,0,74.19,0,0,90,0,0,0,1,1,0,1,3,3,0,1,0,0,0,0,0,23,0,0,0,4,33.33,0,0,0,0,0,0,0,0,0,0,,0,0,0,Jed Steer,Aston Villa,101999,40,GK
15,2,0,89,49.72,12,40,31,56.36,32,8,82.55,101,48.33,2205,27,21,20,30,0,0,0,0,0,0,0,0,0,0,592,16,1121,87,30,16.67,73,64.6,6,16,25,0,78,31,22,19.23,4,4,,0,0,0,Kevin De Bruyne,Manchester City,70996,17,MF
1,1,0,24,43.64,5,45.45,8,50,13,4,80.88,29,43.94,938,3,5,9,11,0,0,0,0,0,0,0,0,0,0,165,5,440,31,33,38.37,60,58.82,9,12,9,0,22,9,7,4.55,0,0,,0,0,1,Christian Eriksen,Brentford,105734,50,MF
0,0,0,6,60,0,0,1,100,5,1,73.91,6,54.55,59,0,0,3,1,0,0,0,0,0,0,0,0,0,0,11,1,34,2,0,0,2,50,0,0,1,0,1,0,1,0,0,0,,0,0,0,Kenedy,Chelsea,801391,38,MF
11,4,0,82,42.49,6,16.22,18,42.86,41,10,85.38,88,38.26,2369,23,30,34,32,0,0,0,0,0,0,0,0,0,0,512,10,952,58,43,28.1,21,55.26,13,11,24,4,76,29,21,14.47,3,5,,0,0,0,Mason Mount,Chelsea,836694,38,MF
23,1,0,93,34.57,7,17.5,53,42.74,17,13,79.89,100,32.36,2761,23,12,81,35,0,0,0,0,0,0,0,0,0,0,458,18,862,64,6,14.63,18,64.29,6,4,13,17,139,60,38,16.55,3,12,,0,0,1,Mohamed Salah,Liverpool,159665,44,MF
7,5,0,104,50.73,85,72.03,12,54.55,72,2,91.76,189,58.51,2887,20,43,23,33,0,0,0,0,0,0,0,0,0,0,642,0,2628,29,4,44.44,180,72,28,42,27,0,45,14,13,15.56,1,0,,0,0,0,Rodri,Manchester City,827606,17,MF
8,1,0,57,47.9,11,47.83,24,68.57,23,4,91.17,68,47.89,1859,10,13,19,27,0,0,0,0,0,0,0,0,0,0,406,6,1156,39,15,22.39,62,80.52,16,10,19,5,55,19,16,14.55,3,2,,0,0,1,İlkay Gündoğan,Manchester City,45853,17,MF
12,3,0,135,56.96,5,29.41,31,64.58,40,8,80.73,140,55.12,2466,64,22,32,35,0,0,0,0,0,0,0,0,0,0,277,11,771,49,21,16.94,53,61.63,11,7,32,2,72,34,18,16.67,3,4,,0,0,1,James Maddison,Leicester City,356398,31,MF
9,1,0,76,49.03,5,15.63,37,63.79,16,5,87.38,81,43.32,2133,23,15,33,28,0,0,0,0,0,0,0,0,0,0,412,11,838,43,36,27.27,19,67.86,11,3,10,8,57,22,16,15.79,4,14,,0,0,3,Phil Foden,Manchester City,859765,17,MF
3,8,0,229,59.02,23,57.5,44,64.71,106,4,79.47,252,58.88,3092,80,57,28,35,0,0,0,0,0,0,0,0,0,0,340,7,987,51,33,30,115,62.5,35,28,50,1,43,16,10,6.98,0,0,,0,0,0,John McGinn,Aston Villa,250223,40,MF
11,0,0,52,43.33,8,36.36,26,52,11,5,90.06,60,42.25,1497,15,10,21,28,0,0,0,0,0,0,0,0,0,0,374,5,743,40,18,18.56,27,84.38,6,4,14,4,61,23,17,18.03,3,3,,0,0,0,Riyad Mahrez,Manchester City,158213,17,MF
10,3,1,68,39.31,27,43.55,12,60,41,5,86.32,95,40.43,3217,15,22,25,36,0,0,0,0,0,0,0,0,0,0,433,8,1577,71,77,25.5,66,47.14,40,39,51,0,55,24,16,18.18,0,0,,1,0,0,James Ward-Prowse,Southampton,161717,45,MF
10,10,0,127,43.64,19,38.78,26,50,54,6,78.27,146,42.94,3118,47,33,40,36,0,0,0,0,0,0,0,0,0,0,558,15,1488,91,39,26.35,117,50.87,17,41,65,7,89,29,34,11.24,3,3,,1,1,2,Bruno Fernandes,Manchester United,288205,35,MF
5,4,0,102,56.98,4,30.77,22,55,44,1,85.74,106,55.21,1039,36,13,29,17,0,0,0,0,0,0,0,0,0,0,119,3,433,12,5,41.67,44,77.19,9,12,17,1,23,12,6,21.74,0,4,,0,0,0,Bruno Guimarães,Newcastle United,866469,39,MF
0,5,0,63,52.5,21,53.85,14,70,36,4,89.97,84,52.83,1365,13,22,13,17,0,0,0,0,0,0,0,0,0,0,188,6,906,15,3,33.33,38,69.09,20,32,16,0,14,2,4,0,0,0,,0,0,0,Rodrigo Bentancur,Tottenham Hotspur,791190,33,MF
16,5,0,130,46.76,30,36.14,47,61.04,33,2,77.32,160,44.32,2824,50,50,59,34,0,0,0,0,0,0,0,0,0,0,370,9,801,43,9,18,25,62.5,8,11,18,13,98,39,32,16.33,0,19,,0,0,2,Sadio Mané,Liverpool,217704,44,MF
5,3,0,59,44.36,3,27.27,25,56.82,19,8,86.4,62,43.06,1265,15,20,18,18,0,0,0,0,0,0,0,0,0,0,157,6,394,25,7,28,5,71.43,13,2,18,2,26,10,11,19.23,0,4,,0,0,0,Dejan Kulusevski,Tottenham Hotspur,928124,33,MF
2,4,0,109,59.89,5,50,38,74.51,51,5,88.77,114,59.38,1556,20,24,22,25,0,0,0,0,0,0,0,0,0,0,329,8,1059,28,1,16.67,55,64.71,7,9,18,1,22,6,5,9.09,0,0,,0,1,1,Mateo Kovačić,Chelsea,136710,38,MF
1,8,0,141,57.79,42,60.87,50,69.44,80,4,91.64,183,58.47,3178,11,28,20,36,0,0,0,0,0,0,0,0,0,0,500,2,1973,24,6,20,128,73.56,63,49,33,1,26,8,7,3.85,1,0,,1,0,0,Declan Rice,West Ham United,856714,37,MF
2,3,0,159,58.46,23,54.76,42,70,78,2,89.69,182,57.96,3198,39,28,22,36,0,0,0,0,0,0,0,0,0,0,479,4,2270,26,4,22.22,134,62.62,48,52,47,2,31,11,11,6.45,1,0,,0,0,1,Pierre-Emile Højbjerg,Tottenham Hotspur,149593,33,MF
2,1,0,43,42.57,15,41.67,9,50,28,4,82.81,58,42.34,2047,6,15,15,29,0,0,0,0,0,0,0,0,0,0,344,6,920,60,59,31.22,62,53.45,17,21,21,2,24,9,7,8.33,0,4,,0,0,0,Pascal Groß,Brighton & Hove Albion,48480,30,MF
8,6,0,143,53.36,7,31.82,53,57.61,57,4,89.61,150,51.72,2859,33,30,25,35,0,0,0,0,0,0,0,0,0,0,660,8,1690,60,8,13.79,43,50.59,20,14,36,5,47,19,14,17.02,1,9,,0,0,1,Bernardo Silva,Manchester City,331209,17,MF
1,2,0,80,51.61,32,72.73,20,62.5,48,4,89.12,112,56.28,1533,13,19,13,25,0,0,0,0,0,0,0,0,0,0,390,3,1335,29,1,25,99,72.79,26,12,32,1,25,6,14,4,0,0,,0,2,0,Thiago Alcântara,Liverpool,53825,44,MF
2,2,0,105,57.69,14,50,35,72.92,59,4,86.69,119,56.67,1781,11,22,28,26,0,0,0,0,0,0,0,0,0,0,396,3,1120,24,1,9.09,34,62.96,31,8,15,3,17,9,5,11.76,0,0,,0,0,0,N'Golo Kanté,Chelsea,234148,38,MF
4,9,0,105,48.61,20,43.48,26,81.25,68,2,84.03,125,47.71,2670,12,25,17,33,0,0,0,0,0,0,0,0,0,0,345,3,1621,26,10,22.73,197,62.15,41,46,63,0,42,16,10,9.52,0,1,,1,2,1,Rúben Neves,Wolverhampton,280955,3,MF
5,0,0,58,47.15,5,22.73,21,48.84,17,3,83.31,63,43.45,1339,20,8,20,19,0,0,0,0,0,0,0,0,0,0,211,5,524,25,4,22.22,27,69.23,7,4,15,2,43,16,9,11.63,0,4,,0,0,0,Philippe Coutinho,Aston Villa,119159,40,MF
2,3,0,59,46.09,18,58.06,16,64,36,5,85.49,77,48.43,2603,7,23,12,35,0,0,0,0,0,0,0,0,0,0,565,6,1844,41,16,28.57,98,59.76,23,11,27,1,31,6,10,6.45,0,3,,0,0,3,Jordan Henderson,Liverpool,42694,44,MF
4,3,0,75,40.32,13,48.15,28,43.08,19,3,81.17,88,41.31,1315,29,24,24,23,0,0,0,0,0,0,0,0,0,0,249,9,513,31,18,17.82,22,59.46,10,8,26,1,52,19,16,7.69,1,5,,0,0,1,Hakim Ziyech,Chelsea,249437,38,MF
12,6,0,129,48.31,38,36.89,50,56.82,36,10,76.19,167,45.14,2987,43,25,51,36,0,0,0,0,0,0,0,0,0,0,220,9,544,42,28,19.86,37,66.07,21,8,27,13,79,34,23,15.19,4,14,,0,0,1,Jarrod Bowen,West Ham United,552884,37,MF
6,3,0,135,50.19,24,55.81,25,64.1,74,4,83.49,159,50.96,2633,36,32,30,32,0,0,0,0,0,0,0,0,0,0,360,6,1426,39,13,23.21,75,51.37,21,36,58,1,59,17,20,10.17,1,0,,0,3,2,Youri Tielemans,Leicester City,331737,31,MF
6,5,0,118,52.68,13,33.33,16,76.19,64,2,89.27,131,49.81,2278,38,30,19,29,0,0,0,0,0,0,0,0,0,0,446,6,1681,27,0,0,62,53.45,36,20,54,2,16,9,4,37.5,0,0,,1,0,0,Jorginho,Chelsea,132874,38,MF
8,10,0,176,48.22,23,37.1,43,56.58,68,3,81.22,199,46.6,2851,65,65,50,34,0,0,0,0,0,0,0,0,0,0,283,5,852,38,36,28.13,46,58.97,29,23,48,4,52,22,11,15.38,1,2,,0,0,0,Conor Gallagher,Crystal Palace,904970,7,MF
3,8,0,160,53.87,50,42.37,18,66.67,109,4,79.94,210,50.6,3059,33,56,26,35,0,0,0,0,0,0,0,0,0,0,286,7,1331,29,3,23.08,74,51.75,64,56,49,4,27,9,7,11.11,1,0,,0,1,0,Christian Nørgaard,Brentford,135256,50,MF
3,3,0,112,58.03,14,33.33,40,58.82,17,3,88.27,126,53.62,1927,55,17,28,26,0,0,0,0,0,0,0,0,0,0,464,5,820,54,7,21.88,13,61.9,8,6,8,6,45,16,21,6.67,1,5,,0,0,1,Jack Grealish,Manchester City,189061,17,MF
1,10,0,129,59.72,16,51.61,34,66.67,76,2,89.22,145,58.7,2116,19,30,25,26,0,0,0,0,0,0,0,0,0,0,210,2,1059,9,0,0,44,61.11,50,47,16,1,21,5,5,4.76,1,0,,0,0,1,Yves Bissouma,Brighton & Hove Albion,844842,30,MF
1,0,0,11,50,6,75,7,87.5,0,0,85.12,17,56.67,182,4,2,7,6,0,0,0,0,0,0,0,0,0,0,59,1,103,9,3,42.86,4,100,1,0,1,2,9,4,1,11.11,0,0,,0,0,1,Ross Barkley,Chelsea,98435,38,MF
0,2,0,44,51.16,13,56.52,2,33.33,28,1,86.04,57,52.29,863,14,17,5,24,0,0,0,0,0,0,0,0,0,0,179,2,604,22,13,30.23,27,57.45,17,19,17,0,10,2,3,0,0,0,,0,0,0,James Milner,Liverpool,791,44,MF
3,3,0,70,56,6,28.57,15,62.5,46,1,86,76,52.05,1183,9,21,10,23,0,0,0,0,0,0,0,0,0,0,191,2,639,15,1,12.5,14,51.85,14,3,16,1,26,7,11,11.54,1,0,,0,0,0,Naby Keïta,Liverpool,365772,44,MF
1,2,0,34,55.74,9,69.23,7,70,16,1,82.12,43,58.11,664,11,7,10,8,0,0,0,0,0,0,0,0,0,0,61,0,225,4,0,0,9,56.25,10,7,7,0,10,4,4,10,0,1,,0,0,0,Moisés Caicedo,Brighton & Hove Albion,987650,30,MF
0,1,0,204,54.99,13,44.83,90,60,78,1,77.74,217,54.25,3117,36,16,51,38,0,0,0,0,0,0,0,0,0,0,261,6,730,49,42,21.11,60,55.05,35,21,40,3,52,15,20,0,0,1,,0,1,2,Dwight McNeil,Burnley,935543,6,MF
2,10,0,108,51.67,47,59.49,15,50,73,3,77.4,155,53.82,2953,20,39,18,35,0,0,0,0,0,0,0,0,0,0,275,2,870,40,19,35.85,60,48,68,40,32,0,29,9,10,6.9,0,0,,0,1,0,Josh Brownhill,Burnley,358394,6,MF
7,4,0,93,40.79,15,39.47,25,54.35,49,4,86.02,108,40.6,2791,20,27,48,36,0,0,0,0,0,0,0,0,0,0,536,6,1341,78,18,30.51,43,62.32,11,10,39,3,53,21,20,13.21,2,3,,0,1,1,Martin Ødegaard,Arsenal,547410,42,MF
2,4,0,118,51.08,48,60,56,60.87,25,6,76.69,166,53.38,1776,37,20,33,34,0,0,0,0,0,0,0,0,0,0,221,11,556,35,6,18.18,10,47.62,18,18,27,1,37,12,9,5.41,3,3,,0,0,1,Lucas Moura,Tottenham Hotspur,149710,33,MF
2,5,0,94,53.11,24,48,35,81.4,43,1,85.56,118,51.98,2032,17,33,17,24,0,0,0,0,0,0,0,0,0,0,244,0,1031,17,0,0,72,62.61,23,34,26,2,44,10,14,4.55,2,0,,1,1,0,Thomas Partey,Arsenal,316148,42,MF
0,4,0,76,55.88,29,63.04,17,68,55,0,80.23,105,57.69,1805,4,18,8,24,0,0,0,0,0,0,0,0,0,0,194,0,771,16,15,25.86,71,55.47,29,56,26,1,13,4,1,0,2,1,,0,0,0,Diogo Dalot,Manchester United,843200,35,MF
5,3,0,46,43.4,14,33.33,17,51.52,23,4,78.81,60,40.54,990,6,7,25,20,0,0,0,0,0,0,0,0,0,0,157,3,383,16,1,12.5,10,71.43,4,3,13,1,30,11,10,16.67,0,3,,0,0,0,Roberto Firmino,Liverpool,143697,44,MF
4,5,0,114,47.11,15,53.57,21,58.33,63,4,84.07,129,47.78,2035,30,31,25,28,0,0,0,0,0,0,0,0,0,0,290,4,1129,28,1,33.33,62,63.92,32,20,57,1,15,9,4,26.67,0,0,,0,0,0,Fred,Manchester United,243623,35,MF
2,9,0,131,53.47,67,57.76,30,75,77,2,82.01,198,54.85,2899,24,46,16,36,0,0,0,0,0,0,0,0,0,0,336,4,1372,37,5,38.46,99,59.64,51,40,45,1,24,4,6,8.33,0,0,,0,0,0,Oriol Romeu,Southampton,69416,45,MF
5,4,0,124,52.54,25,52.08,21,50,65,2,84.41,149,52.46,2120,39,30,23,33,0,0,0,0,0,0,0,0,0,0,329,2,839,32,15,22.73,48,70.59,13,16,39,4,60,11,28,8.33,3,4,,0,0,1,Alexis Mac Allister,Brighton & Hove Albion,895324,30,MF
0,0,0,27,54,4,44.44,10,58.82,9,3,73.33,31,52.54,204,8,9,6,8,0,0,0,0,0,0,0,0,0,0,22,2,55,5,7,28,2,50,2,1,1,1,5,2,1,0,0,0,,0,0,0,Chiquinho,Wolverhampton,1015826,3,MF
14,4,1,216,47.06,12,25.53,75,49.34,40,1,79.87,228,45.06,2762,101,37,110,33,0,0,0,0,0,0,0,0,0,0,306,4,726,47,14,29.17,13,46.43,5,5,21,4,69,32,18,20.29,3,24,,0,0,1,Wilfried Zaha,Crystal Palace,111850,7,MF
1,0,0,55,54.46,7,50,25,75.76,11,1,90.46,62,53.91,855,19,11,18,15,0,0,0,0,0,0,0,0,0,0,166,1,531,11,2,33.33,15,60,6,3,9,0,20,7,6,5,1,1,,0,0,0,Curtis Jones,Liverpool,927353,44,MF
11,7,0,159,43.44,23,42.59,62,42.47,51,3,69.27,182,43.33,2922,47,40,35,35,0,0,0,0,0,0,0,0,0,0,306,10,744,67,33,20.37,56,41.18,29,25,49,6,88,25,26,12.5,7,14,,0,1,2,Raphinha,Leeds United,831005,34,MF
5,3,0,93,49.47,134,48.73,10,62.5,66,1,76.64,227,49.03,3062,18,39,16,35,0,0,0,0,0,0,0,0,0,0,245,2,1030,21,2,15.38,67,54.92,52,97,37,1,45,12,12,11.11,0,4,,0,1,0,Tomáš Souček,West Ham United,799041,37,MF
2,4,0,105,43.57,15,39.47,16,76.19,74,1,86.72,120,43.01,2975,15,36,20,35,0,0,0,0,0,0,0,0,0,0,400,3,1665,39,28,25.93,132,64.08,34,32,76,0,20,7,5,10,0,0,,0,2,0,João Moutinho,Wolverhampton,6562,3,MF
5,7,0,84,44.92,44,64.71,11,73.33,46,1,87.48,128,50.2,2316,28,40,13,29,0,0,0,0,0,0,0,0,0,0,299,2,1349,16,1,16.67,61,55.96,40,23,46,3,21,10,5,23.81,0,0,,0,1,0,Fabinho,Liverpool,243585,44,MF
4,3,0,98,60.87,34,57.63,13,86.67,61,0,77.89,132,60,2307,25,26,11,31,0,0,0,0,0,0,0,0,0,0,202,1,740,24,6,15,52,47.71,28,30,26,2,30,12,10,13.33,0,3,,0,0,1,Vitaly Janelt,Brentford,814873,50,MF
