goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,successfulDribblesPercentage,tackles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team,player id,team id,position,,,
0,2,0,87,50.58,17,58.62,15,53.57,44,0,88.21,104,51.74,1299,30,19,25,22,0,0,0,0,0,0,0,0,0,0,206,0,883,16,8,40,47,61.04,33,25,29,1,28,4,9,0,2,0,,0,1,0,Pierre-Emile Højbjerg,Southampton,149593,45,MF,,,
4,7,0,94,43.52,8,40,13,46.43,60,3,80.39,102,43.22,2132,21,31,18,32,0,0,0,0,0,0,0,0,0,0,214,6,791,36,28,25.69,56,48.28,72,21,59,2,40,11,13,10,0,2,,1,0,1,Yohan Cabaye,Crystal Palace,3574,7,MF,,,
0,1,1,41,47.13,17,36.96,12,92.31,15,1,86.04,58,43.61,1792,17,17,10,22,0,0,0,0,0,0,0,0,0,0,257,0,1134,12,2,33.33,105,60.69,43,38,18,0,8,2,2,0,0,0,,0,0,1,Andrew Surman,Bournemouth,14695,60,MF,,,
1,2,0,31,56.36,11,68.75,5,71.43,19,1,75.71,42,59.15,612,8,10,4,12,0,0,0,0,0,0,0,0,0,0,63,0,187,5,1,25,19,52.78,10,8,8,0,6,3,2,16.67,0,0,,0,0,0,James McCarthy,Everton,39283,48,MF,,,
4,3,1,33,38.37,8,40,10,50,15,2,82.05,41,38.68,778,9,18,14,19,0,0,0,0,0,0,0,0,0,0,140,2,320,13,3,18.75,9,47.37,6,4,14,3,32,12,10,12.5,0,4,,0,0,0,Nolito,Manchester City,123977,17,MF,,,
3,3,0,99,57.56,5,22.73,20,52.63,15,5,78.96,104,53.61,1767,64,18,25,28,0,0,0,0,0,0,0,0,0,0,253,5,529,32,23,18.85,18,50,10,15,14,0,24,12,3,12.5,0,2,,0,0,0,Ryan Fraser,Bournemouth,138261,60,MF,,,
1,0,0,21,63.64,1,50,6,75,8,2,85.59,22,62.86,279,7,3,4,9,0,0,0,0,0,0,0,0,0,0,33,1,95,4,4,33.33,2,66.67,0,2,3,0,3,1,1,33.33,0,0,,0,0,0,Shaun Maloney,Hull City,9003,96,MF,,,
0,3,0,29,56.86,18,52.94,1,100,21,0,88.92,47,55.29,560,7,11,2,15,0,0,0,0,0,0,0,0,0,0,73,0,329,3,0,0,17,73.91,14,32,9,0,2,0,1,0,0,0,,0,0,0,Fernando,Manchester City,41837,17,MF,,,
1,1,0,47,53.41,9,33.33,7,38.89,28,3,81.34,56,48.7,2212,14,10,11,30,0,0,0,0,0,0,0,0,0,0,178,2,767,30,43,26.06,79,51.3,31,32,10,1,29,6,9,3.45,0,6,,0,0,1,Stewart Downing,Middlesbrough,816,36,MF,,,
0,1,0,5,62.5,5,83.33,2,100,1,0,78.79,10,71.43,38,2,2,0,5,0,0,0,0,0,0,0,0,0,0,15,0,26,1,0,0,0,0,0,0,1,0,4,2,0,0,0,0,,0,0,0,Marko Grujić,Liverpool,280835,44,MF,,,
0,4,0,116,47.54,17,29.31,22,68.75,62,1,88.32,133,44.04,2700,32,33,34,34,0,0,0,0,0,0,0,0,0,0,282,3,1195,29,10,19.61,99,70.71,36,22,51,2,28,6,9,0,0,1,,0,0,1,Adam Forshaw,Middlesbrough,103117,36,MF,,,
3,9,1,141,53.61,39,50.65,28,71.79,89,1,83.21,180,52.94,3188,25,22,39,37,0,0,0,0,0,0,0,0,0,0,303,2,1279,15,13,20.97,88,52.07,54,66,52,1,42,7,17,7.14,0,1,,0,1,0,Sam Clucas,Hull City,74440,96,MF,,,
7,2,0,110,41.67,22,29.73,25,52.08,38,5,82.54,132,39.05,2550,48,46,43,35,0,0,0,0,0,0,0,0,0,0,331,3,832,65,51,24.17,35,59.32,15,20,45,1,50,19,13,14,1,7,,0,2,3,Robert Snodgrass,West Ham United,9127,37,MF,,,
5,5,0,103,46.82,32,43.84,18,78.26,60,3,78.4,135,46.08,2010,26,41,48,29,0,0,0,0,0,0,0,0,0,0,168,3,668,16,8,30.77,42,46.15,26,24,27,0,23,6,6,21.74,0,4,,0,1,0,James McArthur,Crystal Palace,39282,7,MF,,,
1,1,0,31,57.41,1,20,11,91.67,10,1,90.16,32,54.24,477,10,10,5,21,0,0,0,0,0,0,0,0,0,0,102,1,330,8,0,0,26,78.79,5,6,8,0,6,2,2,16.67,0,0,,0,0,0,Harry Winks,Tottenham Hotspur,545780,33,MF,,,
1,1,0,25,47.17,4,23.53,4,66.67,14,0,80,29,41.43,707,7,8,5,13,0,0,0,0,0,0,0,0,0,0,80,0,272,9,4,23.53,27,50,10,6,15,0,13,3,4,7.69,0,0,,0,0,0,Grant Leadbitter,Middlesbrough,14139,36,MF,,,
5,2,0,63,36.84,19,38,20,48.78,29,5,80.36,82,37.1,2147,15,17,44,31,0,0,0,0,0,0,0,0,0,0,220,6,532,34,20,35.09,23,56.1,22,10,27,4,47,18,8,10.64,2,3,,0,0,1,Nacer Chadli,West Bromwich Albion,32492,8,MF,,,
0,1,0,27,57.45,9,34.62,3,60,20,1,67.91,36,49.32,607,4,9,2,12,0,0,0,0,0,0,0,0,0,0,41,1,146,4,5,25,12,22.64,15,24,8,0,2,1,1,0,0,0,,0,0,0,Donald Love,Sunderland,812158,41,MF,,,
0,4,0,25,39.68,7,53.85,3,75,13,0,76.16,32,42.11,640,9,14,6,8,0,0,0,0,0,0,0,0,0,0,50,0,214,2,0,0,43,72.88,20,9,17,0,4,1,0,0,0,0,,0,0,0,Lee Cattermole,Sunderland,14210,41,MF,,,
4,4,0,53,38.69,21,28.77,6,100,29,4,83.23,74,35.24,1884,18,27,34,30,0,0,0,0,0,0,0,0,0,0,267,0,804,44,38,26.57,24,51.06,19,32,24,4,42,17,9,9.52,0,1,,0,1,1,James Ward-Prowse,Southampton,161717,45,MF,,,
1,7,0,58,43.61,12,48,3,75,36,2,80.49,70,44.3,1770,20,35,7,21,0,0,0,0,0,0,0,0,0,0,109,1,586,5,1,14.29,70,55.56,27,29,33,0,12,3,2,8.33,0,0,,0,1,0,Dean Marney,Burnley,940,6,MF,,,
1,4,0,59,55.14,25,55.56,4,80,38,0,79.19,84,55.26,1445,17,18,9,23,0,0,0,0,0,0,0,0,0,0,117,0,510,6,2,14.29,33,45.21,27,32,20,0,14,7,2,7.14,0,1,,0,0,0,Andy King,Leicester City,30530,31,MF,,,
0,0,0,19,61.29,0,0,3,60,13,1,80.6,19,52.78,509,3,1,3,11,0,0,0,0,0,0,0,0,0,0,50,1,108,6,2,18.18,3,42.86,3,9,6,0,5,0,3,0,0,0,,0,0,0,Aaron Lennon,Everton,9692,48,MF,,,
7,8,0,336,50.3,13,35.14,142,56.13,75,9,79.89,349,49.5,3025,121,55,128,35,0,0,0,0,0,0,0,0,0,0,251,8,556,39,25,23.81,17,47.22,34,11,42,6,49,18,15,14.29,2,6,,0,0,0,Wilfried Zaha,Crystal Palace,111850,7,MF,,,
4,2,0,85,39.35,37,42.05,54,56.25,22,8,67.28,122,40.13,2193,9,12,61,27,0,0,0,0,0,0,0,0,0,0,147,8,327,34,32,22.22,15,40.54,19,25,19,2,47,10,12,8.51,2,2,,0,0,0,Matt Phillips,West Bromwich Albion,36466,8,MF,,,
2,0,0,91,48.15,18,32.73,27,84.38,42,3,76.68,109,44.67,3235,23,22,41,38,0,0,0,0,0,0,0,0,0,0,282,3,937,24,5,16.67,102,56.98,43,36,32,1,20,7,6,10,1,1,,2,1,1,Darren Fletcher,West Bromwich Albion,765,8,MF,,,
0,1,0,41,51.9,5,31.25,4,44.44,17,0,81.72,46,48.42,576,20,14,8,11,0,0,0,0,0,0,0,0,0,0,63,1,228,11,6,35.29,8,50,4,1,12,0,3,0,0,0,0,0,,0,0,0,Evandro,Hull City,39677,96,MF,,,
1,4,0,36,41.38,14,40,14,82.35,17,0,87.03,50,40.98,1359,5,12,15,20,0,0,0,0,0,0,0,0,0,0,122,0,725,12,1,20,24,54.55,21,22,22,1,22,8,7,4.55,0,0,,0,0,0,Abdoulaye Doucouré,Watford,96535,24,MF,,,
1,5,0,132,51.56,22,36.07,22,68.75,82,0,83.13,154,48.58,2519,28,37,36,31,0,0,0,0,0,0,0,0,0,0,196,1,838,16,7,18.42,57,57.58,50,36,42,1,16,5,3,6.25,0,4,,1,1,0,Didier N'Dong,Sunderland,786029,41,MF,,,
5,3,0,87,44.62,4,14.29,39,45.35,16,1,78.68,91,40.81,1701,32,16,37,32,0,0,0,0,0,0,0,0,0,0,239,3,428,21,13,15.66,8,53.33,12,6,8,4,44,17,11,11.36,1,11,,0,0,0,Marcus Rashford,Manchester United,814590,35,MF,,,
0,4,1,48,41.38,14,51.85,3,60,37,1,80.06,62,43.36,1471,9,30,15,21,0,0,0,0,0,0,0,0,0,0,159,2,514,23,22,30.99,50,51.55,13,32,21,0,16,3,6,0,0,0,,0,1,0,Sebastian Larsson,Sunderland,524,41,MF,,,
0,3,0,52,53.61,7,53.85,7,77.78,25,1,89.5,59,53.64,1287,21,18,17,23,0,0,0,0,0,0,0,0,0,0,169,0,614,12,3,33.33,51,71.83,21,19,9,0,9,1,2,0,0,1,,0,0,0,Sung-Yueng Ki,Swansea City,38642,74,MF,,,
1,2,0,45,53.57,10,34.48,3,60,27,0,80.86,55,48.67,954,15,9,14,20,0,0,0,0,0,0,0,0,0,0,83,1,414,6,4,26.67,24,40,20,22,15,0,8,3,2,12.5,1,1,,0,1,0,David Meyler,Hull City,43442,96,MF,,,
0,4,0,17,41.46,7,63.64,4,66.67,13,0,80.1,24,46.15,641,0,12,3,12,0,0,0,0,0,0,0,0,0,0,87,0,310,2,0,0,35,56.45,14,18,8,0,6,0,1,0,0,0,,0,1,0,Darron Gibson,Sunderland,21073,41,MF,,,
3,1,1,54,56.84,9,31.03,18,60,18,3,71.54,63,50.81,1038,18,11,13,21,0,0,0,0,0,0,0,0,0,0,102,2,269,19,18,28.13,26,59.09,14,8,5,0,20,7,6,15,0,1,,0,0,0,Sofiane Feghouli,West Ham United,37240,37,MF,,,
2,1,0,73,50,21,55.26,31,64.58,22,2,81.29,94,51.09,1331,21,7,31,21,0,0,0,0,0,0,0,0,0,0,172,2,404,19,4,10,15,65.22,12,21,19,2,18,6,5,11.11,0,1,,0,0,0,Marc Pugh,Bournemouth,11764,60,MF,,,
2,4,0,87,47.54,10,27.78,15,57.69,36,3,82.76,97,44.29,1543,37,25,29,24,0,0,0,0,0,0,0,0,0,0,188,3,648,15,0,0,32,55.17,18,10,33,1,14,5,6,14.29,1,4,,0,0,2,Tom Davies,Everton,795058,48,MF,,,
1,3,0,52,41.6,33,50.77,2,50,41,1,80.89,85,44.74,1666,9,30,11,24,0,0,0,0,0,0,0,0,0,0,122,0,635,15,1,33.33,38,54.29,25,33,30,0,14,5,3,7.14,0,0,,0,1,0,Daniel Amartey,Leicester City,308526,31,MF,,,
0,7,0,119,57.21,20,58.82,6,60,73,0,80.05,139,57.44,2036,40,30,14,27,0,0,0,0,0,0,0,0,0,0,116,1,586,5,1,33.33,27,54,33,22,43,0,6,0,0,0,0,0,,0,1,0,Valon Behrami,Watford,11654,24,MF,,,
1,1,0,35,50.72,13,40.63,6,42.86,20,2,70.27,48,47.52,994,9,4,13,20,0,0,0,0,0,0,0,0,0,0,74,1,208,15,22,30.56,14,48.28,18,20,9,0,17,8,4,5.88,2,1,,0,1,0,Jóhann Guðmundsson,Burnley,49805,6,MF,,,
0,0,0,15,60,2,22.22,9,100,3,1,76.54,17,50,206,3,2,6,7,0,0,0,0,0,0,0,0,0,0,30,1,62,2,0,0,0,0,1,1,2,1,5,3,1,0,0,0,,0,0,0,Josh Sims,Southampton,548198,45,MF,,,
0,0,0,1,50,0,0,1,50,0,0,90.91,1,33.33,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,10,1,0,0,1,100,0,0,0,1,3,1,1,0,0,0,,0,0,0,Samir Nasri,Manchester City,3544,17,MF,,,
0,3,0,8,57.14,6,75,3,100,3,0,68,14,63.64,255,2,5,1,4,0,0,0,0,0,0,0,0,0,0,9,0,51,2,3,50,5,31.25,6,19,0,0,1,0,0,0,0,0,,0,0,0,Marc Wilson,West Bromwich Albion,9104,8,MF,,,
0,7,0,111,48.68,37,43.02,23,76.67,59,0,83.51,148,47.13,2233,32,25,40,30,0,0,0,0,0,0,0,0,0,0,177,1,1074,14,2,10,76,58.02,56,48,45,2,18,5,3,0,0,1,,0,1,0,Jack Cork,Swansea City,20993,74,MF,,,
2,5,0,119,46.12,7,18.92,48,54.55,51,6,63.73,126,42.71,2423,20,21,28,33,0,0,0,0,0,0,0,0,0,0,240,7,557,47,43,20.28,56,30.27,35,30,51,1,21,7,5,9.52,0,2,,0,0,0,Marc Albrighton,Leicester City,47737,31,MF,,,
5,3,0,57,40.14,9,26.47,15,68.18,26,2,80.76,66,37.5,1738,16,19,34,31,0,0,0,0,0,0,0,0,0,0,242,1,617,24,1,4.55,41,56.16,23,11,25,2,23,8,5,21.74,0,2,,0,0,1,James Morrison,West Bromwich Albion,822,8,MF,,,
6,4,0,177,43.92,21,26.25,78,46.15,36,3,77.56,198,40.99,2835,64,25,60,36,0,0,0,0,0,0,0,0,0,0,348,10,826,51,24,15.58,50,54.95,29,15,55,5,76,29,29,7.89,2,8,,0,0,0,Riyad Mahrez,Leicester City,158213,31,MF,,,
0,2,0,54,46.96,19,63.33,20,80,25,1,74.88,73,50.34,857,9,22,24,17,0,0,0,0,0,0,0,0,0,0,89,1,313,8,9,27.27,31,46.27,12,10,15,0,19,4,5,0,0,1,,0,0,0,Adlène Guédioura,Middlesbrough,45989,36,MF,,,
0,0,0,7,77.78,1,100,0,0,3,0,92.78,8,80,75,4,0,1,4,0,0,0,0,0,0,0,0,0,0,18,0,90,1,0,0,4,50,4,0,1,0,0,0,0,0,0,0,,0,0,0,Aleix García,Manchester City,796047,17,MF,,,
0,1,0,80,50.96,6,18.18,24,51.06,22,2,75.25,86,45.26,1149,36,15,27,18,0,0,0,0,0,0,0,0,0,0,104,3,225,21,18,30.51,1,12.5,6,7,14,1,15,3,2,0,0,10,,0,0,0,Modou Barrow,Swansea City,209098,74,MF,,,
0,4,0,61,42.36,4,16,8,72.73,42,2,83.08,65,38.46,1843,11,23,24,27,0,0,0,0,0,0,0,0,0,0,194,2,712,28,16,26.67,41,39.81,31,21,34,1,10,4,1,0,1,0,,0,0,0,Tom Cleverley,Watford,46432,24,MF,,,
0,1,0,16,47.06,12,48,1,33.33,14,0,72.73,28,47.46,436,1,8,2,7,0,0,0,0,0,0,0,0,0,0,39,0,144,1,1,100,7,26.92,11,12,6,0,3,0,1,0,0,0,,0,0,0,Jan Kirchhoff,Sunderland,43473,41,MF,,,
0,3,0,43,45.26,12,37.5,20,62.5,14,2,81.9,55,43.31,902,10,21,13,25,0,0,0,0,0,0,0,0,0,0,150,0,371,21,2,5.88,10,43.48,7,11,6,0,17,3,5,0,0,2,,0,0,0,Moussa Sissoko,Tottenham Hotspur,27014,33,MF,,,
2,2,1,38,42.22,2,28.57,12,54.55,8,2,83.57,40,41.24,1040,18,8,23,13,0,0,0,0,0,0,0,0,0,0,108,3,351,16,11,34.38,21,67.74,8,3,11,2,9,4,1,22.22,1,2,,0,0,1,Roberto Pereyra,Watford,122701,24,MF,,,
0,0,0,19,52.78,21,65.63,0,0,16,0,74.75,40,58.82,608,3,3,7,13,0,0,0,0,0,0,0,0,0,0,57,1,225,2,4,10.81,11,28.21,15,25,4,0,1,0,0,0,0,0,,0,0,0,Sam McQueen,Southampton,387082,45,MF,,,
1,1,0,44,61.97,10,58.82,3,42.86,19,0,81.01,54,61.36,813,22,5,9,21,0,0,0,0,0,0,0,0,0,0,78,0,290,5,1,9.09,19,47.5,18,22,9,0,6,1,3,16.67,0,0,,0,0,0,Camilo Zúñiga,Watford,26136,24,MF,,,
0,3,0,37,50,7,77.78,5,62.5,23,0,89.26,44,53.01,1176,9,6,10,16,0,0,0,0,0,0,0,0,0,0,97,0,648,2,0,0,20,58.82,20,18,18,0,0,0,0,0,0,0,,0,1,0,Leon Britton,Swansea City,20538,74,MF,,,
0,2,0,41,56.94,16,42.11,1,50,31,0,82.35,57,51.82,692,11,11,9,11,0,0,0,0,0,0,0,0,0,0,52,0,266,3,0,0,14,46.67,7,15,10,0,3,0,2,0,0,0,,0,0,0,Jay Fulton,Swansea City,164291,74,MF,,,
2,4,0,57,43.18,7,38.89,21,60,18,0,76.95,64,42.67,1011,19,17,28,12,0,0,0,0,0,0,0,0,0,0,88,0,257,8,6,33.33,8,36.36,14,8,17,1,12,5,2,16.67,2,2,,0,0,0,Lazar Marković,Hull City,98461,96,MF,,,
0,2,0,7,43.75,4,80,1,100,5,1,82.52,11,52.38,159,1,2,1,10,0,0,0,0,0,0,0,0,0,0,19,1,85,4,0,0,7,53.85,2,4,6,0,1,1,0,0,0,0,,0,0,0,Nathaniel Chalobah,Chelsea,98450,38,MF,,,
0,0,0,13,68.42,0,0,3,100,2,0,78.57,13,56.52,178,8,3,2,7,0,0,0,0,0,0,0,0,0,0,22,0,55,0,0,0,2,50,1,0,1,1,3,0,1,0,0,0,,0,0,0,Jarrod Bowen,Hull City,552884,96,MF,,,
1,3,0,25,39.06,6,27.27,1,50,18,1,84.59,31,36.05,1026,6,14,6,16,0,0,0,0,0,0,0,0,0,0,114,0,527,5,2,22.22,34,55.74,14,9,19,0,12,4,3,8.33,0,0,,0,0,0,Jordy Clasie,Southampton,116946,45,MF,,,
1,3,0,65,32.99,23,35.94,15,48.39,36,0,68.76,88,33.72,2104,17,37,28,31,0,0,0,0,0,0,0,0,0,0,164,1,427,35,32,45.71,23,32.86,33,27,51,2,44,7,18,2.27,0,3,,0,1,1,Scott Arfield,Burnley,17056,6,MF,,,
0,2,0,8,42.11,3,50,1,100,5,0,80.95,11,44,276,2,5,2,8,0,0,0,0,0,0,0,0,0,0,18,0,85,3,2,28.57,4,33.33,4,1,4,0,1,0,0,0,0,0,,0,0,0,Sam Field,West Bromwich Albion,839819,8,MF,,,
2,3,0,134,50.57,23,29.11,20,57.14,87,1,73.09,157,45.64,2844,27,31,31,36,0,0,0,0,0,0,0,0,0,0,139,3,402,16,6,15.38,13,24.53,34,35,56,0,34,6,15,5.88,0,8,,0,2,0,George Boyd,Burnley,20653,6,MF,,,
0,4,0,141,45.63,4,28.57,61,62.24,45,3,75.26,145,44.89,2101,36,47,56,29,0,0,0,0,0,0,0,0,0,0,169,4,508,32,25,19.23,33,44,24,11,33,0,29,6,11,0,0,2,,0,0,2,Nordin Amrabat,Watford,27714,24,MF,,,
1,2,0,69,51.49,5,13.16,36,54.55,19,3,74.85,74,43.02,1038,14,10,18,30,0,0,0,0,0,0,0,0,0,0,104,3,244,17,14,17.07,14,35,8,10,7,0,27,8,8,3.7,0,2,,0,0,0,Demarai Gray,Leicester City,355152,31,MF,,,
4,8,0,99,38.37,67,52.76,5,62.5,73,0,79.2,166,43.12,2777,23,66,21,33,0,0,0,0,0,0,0,0,0,0,210,1,1047,11,3,13.04,71,51.45,43,64,72,1,29,7,12,13.79,0,3,,0,0,0,Marten de Roon,Middlesbrough,100389,36,MF,,,
0,2,0,57,46.72,3,27.27,26,59.09,22,1,78.93,60,45.11,848,9,10,20,17,0,0,0,0,0,0,0,0,0,0,97,2,236,9,1,14.29,4,50,8,0,18,1,4,1,0,0,1,3,,0,0,0,Ramadan Sobhi,Stoke City,844763,29,MF,,,
0,0,0,32,58.18,5,33.33,6,75,15,1,80.4,37,52.86,466,11,5,6,15,0,0,0,0,0,0,0,0,0,0,47,2,160,7,6,42.86,12,63.16,4,2,11,0,4,2,0,0,0,0,,0,0,0,Chung-yong Lee,Crystal Palace,38639,7,MF,,,
0,1,0,23,62.16,1,50,6,85.71,9,0,82.41,24,61.54,233,8,4,8,5,0,0,0,0,0,0,0,0,0,0,37,0,89,3,1,11.11,2,28.57,4,1,2,1,2,1,0,0,0,2,,0,0,1,George Honeyman,Sunderland,789859,41,MF,,,
1,4,0,31,46.97,4,23.53,3,60,13,0,85.71,35,42.17,928,16,9,11,16,0,0,0,0,0,0,0,0,0,0,78,0,324,8,5,20,17,54.84,14,10,13,0,17,4,4,5.88,0,0,,0,0,0,Ryan Mason,Hull City,44567,96,MF,,,
1,9,0,94,45.63,31,41.89,22,53.66,55,2,71.43,125,44.64,1464,17,31,31,34,0,0,0,0,0,0,0,0,0,0,81,3,250,19,24,24.74,5,15.63,17,19,33,0,23,13,7,4.35,1,6,,0,1,0,James McClean,West Bromwich Albion,41631,8,MF,,,
0,4,0,39,41.49,3,20,10,58.82,22,0,86.47,42,38.53,986,7,16,16,28,0,0,0,0,0,0,0,0,0,0,97,0,409,6,2,18.18,23,52.27,19,10,16,0,20,4,13,0,1,1,,0,1,0,Edimilson Fernandes,West Ham United,330099,37,MF,,,
0,1,0,44,55,6,42.86,21,65.63,11,0,86.72,50,53.19,796,12,3,13,12,0,0,0,0,0,0,0,0,0,0,72,0,333,5,2,25,9,47.37,4,9,9,0,9,0,1,0,1,0,,0,0,0,Giannelli Imbula,Stoke City,96702,29,MF,,,
2,8,1,123,44.57,15,29.41,49,59.04,46,3,75.84,138,42.2,1549,29,36,38,24,0,0,0,0,0,0,0,0,0,0,170,2,474,31,24,29.63,29,52.73,15,11,50,2,32,9,9,6.25,3,1,,0,1,0,Gastón Ramírez,Middlesbrough,135590,36,MF,,,
0,0,0,19,48.72,1,20,9,56.25,3,0,88.89,20,45.45,377,7,3,8,12,0,0,0,0,0,0,0,0,0,0,35,1,168,1,2,13.33,4,44.44,4,1,2,1,6,1,2,0,0,2,,0,0,0,Ibrahim Afellay,Stoke City,2525,29,MF,,,
0,3,1,112,46.47,13,25,57,62.64,17,3,70.79,125,42.66,1629,38,26,58,25,0,0,0,0,0,0,0,0,0,0,147,1,252,34,15,22.73,14,45.16,9,19,15,0,26,7,11,0,0,3,,0,0,0,Adnan Januzaj,Sunderland,328145,41,MF,,,
1,1,0,40,57.14,12,40,5,83.33,25,0,83.33,52,52,1161,10,7,9,18,0,0,0,0,0,0,0,0,0,0,99,0,470,6,1,14.29,19,47.5,28,26,13,0,3,1,1,33.33,0,0,,2,0,0,Joe Ledley,Crystal Palace,9921,7,MF,,,
0,1,0,7,30.43,1,16.67,1,33.33,4,1,57.38,8,27.59,213,2,8,3,9,0,0,0,0,0,0,0,0,0,0,17,2,35,10,8,66.67,4,30.77,1,2,4,0,2,0,1,0,0,0,,0,0,0,Craig Gardner,West Bromwich Albion,14235,8,MF,,,
0,0,0,1,50,3,75,1,100,0,0,60,4,66.67,18,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,Kevin Stewart,Liverpool,180011,44,MF,,,
0,0,0,2,40,1,100,0,0,2,0,78.57,3,50,269,0,1,1,10,0,0,0,0,0,0,0,0,0,0,9,0,88,1,0,0,3,33.33,5,7,1,0,1,1,0,0,0,0,,0,0,0,Mathieu Flamini,Crystal Palace,519,7,MF,,,
0,5,1,51,53.68,4,21.05,6,50,19,0,79.43,55,48.25,808,26,16,11,15,0,0,0,0,0,0,0,0,0,0,113,0,305,7,2,16.67,15,53.57,15,9,12,1,4,2,1,0,0,0,,0,0,0,Steven Pienaar,Sunderland,1924,41,MF,,,
1,7,0,54,40.6,14,35.9,8,80,37,0,82.42,68,39.53,1277,9,34,19,15,0,0,0,0,0,0,0,0,0,0,81,0,464,4,2,33.33,28,50,20,16,25,2,10,3,3,10,1,1,,0,1,0,Alfred N'Diaye,Hull City,32897,96,MF,,,
0,0,0,2,66.67,3,100,0,0,2,0,65.85,5,83.33,50,1,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,27,1,0,0,1,14.29,0,1,0,0,0,0,0,0,0,0,,0,0,0,Jordon Mutch,Crystal Palace,38130,7,MF,,,
0,3,0,10,38.46,2,33.33,5,50,4,0,75.93,12,37.5,125,1,4,3,11,0,0,0,0,0,0,0,0,0,0,19,0,41,1,0,0,1,20,3,4,4,0,5,2,2,0,0,2,,0,0,0,Max Gradel,Bournemouth,16590,60,MF,,,
0,3,0,8,30.77,5,55.56,0,0,7,0,78.21,13,37.14,550,1,8,2,9,0,0,0,0,0,0,0,0,0,0,50,0,201,5,0,0,13,41.94,6,12,8,0,2,0,0,0,0,0,,0,0,0,Ashley Westwood,Burnley,49647,6,MF,,,
0,1,0,29,34.52,2,11.76,18,45,6,3,72.08,31,30.69,1146,5,12,17,15,0,0,0,0,0,0,0,0,0,0,111,6,222,24,24,22.43,1,6.25,12,9,7,1,29,7,6,0,1,6,,0,0,1,Kamil Grosicki,Hull City,33689,96,MF,,,
0,0,0,2,28.57,1,100,1,100,1,0,84,3,37.5,31,0,2,2,6,0,0,0,0,0,0,0,0,0,0,8,0,21,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,,0,0,0,Ruben Loftus-Cheek,Chelsea,284441,38,MF,,,
2,6,1,89,42.79,35,45.45,23,56.1,33,1,77.73,124,43.51,2695,37,43,25,32,0,0,0,0,0,0,0,0,0,0,191,0,782,13,4,23.53,67,54.47,39,33,34,1,31,6,12,6.45,0,4,,0,2,0,Jeff Hendrick,Burnley,115441,6,MF,,,
0,0,0,37,53.62,1,25,21,55.26,7,1,64.89,38,52.05,375,9,1,9,13,0,0,0,0,0,0,0,0,0,0,25,2,61,9,9,23.68,2,33.33,1,2,5,0,4,1,3,0,0,2,,0,0,0,Jefferson Montero,Swansea City,54686,74,MF,,,
0,0,0,24,44.44,3,17.65,12,48,3,3,87.8,27,38.03,410,9,3,8,13,0,0,0,0,0,0,0,0,0,0,44,1,108,7,4,14.81,1,50,3,1,6,0,2,0,1,0,0,1,,0,0,0,Luciano Narsingh,Swansea City,43414,74,MF,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,Ikechi Anya,Watford,20364,24,MF,,,
0,0,0,0,0,1,50,0,0,0,0,70,1,50,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,Matt Worthington,Bournemouth,882029,60,MF,,,
0,0,0,5,45.45,0,0,1,50,3,0,68.97,5,45.45,90,1,2,2,2,0,0,0,0,0,0,0,0,0,0,5,0,20,1,0,0,1,50,2,0,1,0,3,0,3,0,0,0,,0,0,0,Kenedy,Chelsea,801391,38,MF,,,
0,0,0,2,25,2,50,0,0,2,0,86.84,4,33.33,62,0,1,0,3,0,0,0,0,0,0,0,0,0,0,3,0,33,0,0,0,3,100,4,2,5,0,0,0,0,0,0,0,,0,0,0,Harrison Reed,Southampton,365802,45,MF,,,
0,1,0,14,51.85,4,50,4,100,2,0,81.05,18,51.43,271,8,4,5,4,0,0,0,0,0,0,0,0,0,0,14,0,77,2,0,0,4,57.14,5,2,5,0,0,0,0,0,0,0,,0,0,0,Nampalys Mendy,Leicester City,123166,31,MF,,,
