goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,successfulDribblesPercentage,tackles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team,player id,team id,position
3,3,0,32,59.26,98,73.68,2,100,27,1,90.51,130,69.52,2835,3,13,0,32,0,0,0,0,0,0,0,0,0,0,200,1,2336,7,0,0,149,59.36,31,135,11,4,30,10,7,10,0,3,2.6,1,1,0,Virgil van Dijk,Liverpool,151545,44,DF
1,8,0,96,53.33,46,61.33,14,45.16,55,2,85.98,142,55.69,2555,27,46,8,31,0,0,0,0,0,0,0,0,0,0,386,7,1552,35,26,29.21,61,49.19,36,53,14,0,14,4,4,7.14,0,1,1.11,0,2,1,Luke Shaw,Manchester United,190839,35,DF
3,2,0,71,68.27,132,57.39,12,92.31,45,2,77.08,203,60.78,3272,15,14,2,37,0,0,0,0,0,0,0,0,0,0,134,3,1278,8,1,14.29,109,42.58,48,116,17,2,28,7,3,10.71,1,1,3.28,0,1,0,Ben Mee,Brentford,137774,50,DF
1,8,0,158,64.49,33,53.23,21,63.64,83,5,76.05,191,62.21,2573,54,42,24,31,0,0,0,0,0,0,0,0,0,0,222,3,848,23,23,23.23,47,45.63,52,73,12,0,13,5,3,7.69,0,0,0.66,0,1,0,Kenny Tete,Fulham,190877,43,DF
2,5,1,58,59.18,33,54.1,4,66.67,45,1,87.1,91,57.23,1800,9,22,2,23,0,0,0,0,0,0,0,0,0,0,108,0,1263,7,1,25,66,44.3,29,72,14,0,11,4,1,18.18,0,0,0.94,0,0,0,Kalidou Koulibaly,Chelsea,126071,38,DF
0,5,0,61,57.01,55,67.07,7,70,51,1,76.79,116,61.38,1971,3,26,9,22,0,0,0,0,0,0,0,0,0,0,104,1,837,8,4,30.77,73,36.87,31,119,10,2,19,5,2,0,0,1,1.52,0,1,1,Mohammed Salisu,Southampton,946158,45,DF
2,2,0,37,67.27,33,67.35,6,85.71,23,2,93.25,70,67.31,1848,8,10,4,23,0,0,0,0,0,0,0,0,0,0,220,2,1409,8,0,0,64,77.11,9,38,3,2,11,3,2,18.18,1,1,1.05,0,0,0,John Stones,Manchester City,152077,17,DF
3,0,0,55,45.08,1,8.33,14,37.84,25,3,75.31,56,41.79,1134,16,12,7,15,0,0,0,0,0,0,0,0,0,0,99,4,360,25,25,32.47,15,34.09,15,20,25,0,26,7,6,11.54,1,1,1.85,1,0,0,Pedro Porro,Tottenham Hotspur,913654,33,DF
3,5,0,90,71.43,100,56.18,2,100,48,0,89.69,190,62.5,3417,40,25,4,38,0,0,0,0,0,0,0,0,0,0,282,0,2148,5,0,0,85,45.95,32,120,9,3,32,10,6,9.38,0,1,5.08,1,1,0,Gabriel Magalhães,Arsenal,869792,42,DF
0,1,0,43,58.9,7,58.33,9,40.91,23,0,83.71,50,58.82,658,11,3,7,9,0,0,0,0,0,0,0,0,0,0,78,5,298,15,12,35.29,24,61.54,11,10,7,2,11,5,2,0,0,1,0.86,0,1,0,Lewis Hall,Chelsea,1136730,38,DF
1,2,0,43,72.88,36,61.02,3,75,26,0,91.14,79,66.95,1882,14,12,0,26,0,0,0,0,0,0,0,0,0,0,298,2,1554,9,1,6.67,34,47.22,20,47,4,1,9,2,2,11.11,2,1,1.55,0,0,0,Nathan Aké,Manchester City,149663,17,DF
0,2,0,49,68.06,77,65.81,1,100,38,0,86.77,126,66.67,3129,12,15,2,36,0,0,0,0,0,0,0,0,0,0,94,1,1522,9,1,100,102,54.26,34,120,6,3,22,7,6,0,1,2,2.5,1,1,0,Sven Botman,Newcastle United,910046,39,DF
0,4,0,67,63.21,52,63.41,14,82.35,42,1,73.02,119,63.3,1419,11,15,4,16,0,0,0,0,0,0,0,0,0,0,35,2,406,7,0,0,29,31.87,36,89,17,1,13,1,5,0,0,4,1.16,0,0,0,Felipe,Nottingham Forest,242211,14,DF
0,2,0,59,59,13,43.33,17,48.57,40,0,83.55,72,55.38,1442,2,11,10,19,0,0,0,0,0,0,0,0,0,0,190,1,589,15,3,21.43,17,53.13,22,35,2,2,10,2,7,0,0,0,1.18,0,0,0,Aaron Wan-Bissaka,Manchester United,863653,35,DF
0,3,0,36,54.55,44,61.11,8,88.89,21,0,92.71,80,57.97,1997,7,19,4,26,0,0,0,0,0,0,0,0,0,0,179,1,1920,3,0,0,68,52.31,18,54,7,3,10,2,3,0,0,0,1.33,0,1,0,Rúben Dias,Manchester City,318941,17,DF
0,9,1,93,54.71,57,68.67,13,61.9,68,1,87.69,150,59.29,2365,12,42,10,27,0,0,0,0,0,0,0,0,0,0,147,2,1389,8,0,0,82,57.75,44,97,17,1,11,2,1,0,2,0,1.48,1,2,0,Cristian Romero,Tottenham Hotspur,829932,33,DF
1,8,0,63,55.75,87,71.9,5,55.56,42,0,79.74,150,64.1,2783,16,27,3,32,0,0,0,0,0,0,0,0,0,0,202,2,1547,12,1,10,200,43.86,24,187,16,2,22,9,2,4.55,0,2,1.83,0,0,0,Joachim Andersen,Crystal Palace,362682,7,DF
2,4,0,56,66.67,53,55.21,9,90,34,1,91.04,109,60.56,2416,13,19,6,27,0,0,0,0,0,0,0,0,0,0,154,1,1697,6,1,100,64,56.14,19,82,3,1,6,3,0,33.33,0,0,0.92,1,3,0,William Saliba,Arsenal,941168,42,DF
0,4,0,14,58.33,25,53.19,2,66.67,8,0,85.37,39,54.93,778,4,8,0,16,0,0,0,0,0,0,0,0,0,0,49,0,490,1,0,0,37,48.68,13,41,1,0,3,0,2,0,0,0,0.35,0,0,0,Harry Maguire,Manchester United,149380,35,DF
0,3,0,65,48.15,22,47.83,17,42.5,38,8,84.24,87,48.07,2589,10,22,7,34,0,0,0,0,0,0,0,0,0,0,352,11,1545,53,55,28.21,54,38.57,18,43,20,1,13,4,5,0,0,7,1.31,0,3,1,Andrew Robertson,Liverpool,262911,44,DF
0,0,0,20,66.67,24,55.81,2,66.67,11,0,93.14,44,60.27,993,7,5,0,12,0,0,0,0,0,0,0,0,0,0,204,0,882,5,0,0,26,54.17,3,30,4,1,10,1,3,0,0,1,0.46,0,1,0,Aymeric Laporte,Manchester City,149734,17,DF
1,4,1,82,64.06,58,58.59,9,75,56,2,85.78,140,61.67,2787,17,23,5,31,0,0,0,0,0,0,0,0,0,0,88,1,1580,9,0,0,77,40.96,41,111,16,0,13,3,2,7.69,0,0,1.23,0,2,0,Wout Faes,Leicester City,361696,31,DF
1,8,0,106,67.95,54,55.67,14,82.35,52,0,85.46,160,63.24,3329,40,24,7,37,0,0,0,0,0,0,0,0,0,0,182,1,1881,10,0,0,152,45.51,45,132,16,1,14,6,3,7.14,0,0,1.46,1,2,0,Marc Guéhi,Crystal Palace,877994,7,DF
0,5,0,38,63.33,41,71.93,1,50,30,0,84.7,79,67.52,1773,8,16,1,23,0,0,0,0,0,0,0,0,0,0,46,0,808,3,0,0,55,48.25,51,91,4,0,8,0,4,0,0,0,0.42,0,0,0,Jan Bednarek,Southampton,286085,45,DF
1,2,0,19,65.52,24,60,1,100,14,0,78.76,43,62.32,534,4,7,0,7,0,0,0,0,0,0,0,0,0,0,12,0,241,1,0,0,18,36.73,7,29,3,0,5,2,1,20,0,0,0.42,0,0,0,Çağlar Söyüncü,Leicester City,758608,31,DF
1,3,0,66,57.89,51,71.83,15,62.5,40,2,87.76,117,63.24,2133,11,6,15,27,0,0,0,0,0,0,0,0,0,0,525,2,1506,20,7,18.92,62,62,22,31,18,1,28,7,8,3.57,0,1,1.4,0,2,1,Oleksandr Zinchenko,Arsenal,287643,42,DF
0,4,0,74,76.29,40,58.82,4,57.14,37,2,80.26,114,69.09,1886,33,9,6,24,0,0,0,0,0,0,0,0,0,0,44,2,744,6,0,0,47,31.33,44,108,5,2,14,2,1,0,0,0,1.05,0,0,0,Armel Bella-Kotchap,Southampton,976025,45,DF
1,2,0,99,63.87,46,58.97,16,59.26,64,0,72.75,145,62.23,1949,19,18,18,24,0,0,0,0,0,0,0,0,0,0,121,1,534,10,8,20,21,40.38,29,65,10,1,9,3,1,11.11,0,0,0.77,0,0,0,Serge Aurier,Nottingham Forest,105697,14,DF
2,3,1,77,57.89,27,71.05,30,56.6,29,1,86.76,104,60.82,1278,18,13,14,17,0,0,0,0,0,0,0,0,0,0,273,0,950,12,12,26.67,38,61.29,19,6,7,0,17,3,11,11.76,0,4,0.82,1,0,0,João Cancelo,Manchester City,138892,17,DF
2,4,0,39,63.93,32,50.79,4,100,27,0,78.92,71,57.26,1595,8,8,7,18,0,0,0,0,0,0,0,0,0,0,53,1,599,6,0,0,65,40.12,18,78,7,3,12,2,3,16.67,0,2,2.23,1,1,0,Nayef Aguerd,West Ham United,877102,37,DF
1,7,0,42,51.22,62,72.09,6,66.67,15,2,85.32,104,61.9,3150,22,18,7,35,0,0,0,0,0,0,0,0,0,0,151,2,1610,5,1,33.33,105,43.75,54,158,12,2,7,2,3,14.29,0,3,1.17,2,0,0,Tyrone Mings,Aston Villa,303638,40,DF
1,4,0,60,58.25,69,59.48,4,100,30,0,90.4,129,58.9,3239,27,18,5,36,0,0,0,0,0,0,0,0,0,0,234,1,2900,9,1,50,172,52.92,34,81,23,2,22,3,5,4.55,0,1,1.71,0,1,0,Lewis Dunk,Brighton & Hove Albion,115365,30,DF
0,4,0,92,61.33,16,55.17,5,45.45,66,2,86.42,108,60.34,1676,21,16,6,24,0,0,0,0,0,0,0,0,0,0,222,2,942,11,12,27.27,31,42.47,16,37,30,0,7,0,4,0,0,1,0.4,1,0,0,Marc Cucurella,Chelsea,794939,38,DF
2,5,0,98,55.68,33,45.21,8,34.78,60,5,86.62,131,52.61,3079,30,28,7,38,0,0,0,0,0,0,0,0,0,0,568,6,1689,27,15,26.32,58,43.94,22,75,28,0,10,3,2,20,0,1,1.33,0,1,1,Ben White,Arsenal,846036,42,DF
1,2,0,17,54.84,19,59.38,2,100,14,0,85.23,36,57.14,944,1,9,2,13,0,0,0,0,0,0,0,0,0,0,32,0,479,1,0,0,39,46.99,15,65,3,1,5,2,0,20,0,0,0.8,0,1,0,Duje Ćaleta-Car,Southampton,257091,45,DF
1,0,0,25,54.35,20,60.61,6,60,15,0,82.37,45,56.96,666,4,11,3,12,0,0,0,0,0,0,0,0,0,0,80,0,271,6,5,27.78,9,34.62,8,13,3,0,10,2,4,10,0,0,0.75,0,1,0,Matt Doherty,Tottenham Hotspur,143047,33,DF
0,3,0,36,57.14,46,54.76,4,80,28,0,86.6,82,55.78,1471,4,13,5,21,0,0,0,0,0,0,0,0,0,0,153,0,1144,1,0,0,73,51.41,24,47,8,0,6,2,1,0,0,1,0.2,1,1,0,Joe Gomez,Liverpool,318927,44,DF
0,0,0,6,100,0,0,2,100,2,0,73.68,6,85.71,26,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,14,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,Valentino Livramento,Southampton,980634,45,DF
1,4,,106,48.18,36,56.25,19,51.35,61,5,84.02,142,50,2690,26,42,29,35,0,0,0,0,0,0,0,0,0,0,362,7,1362,51,28,27.72,33,53.23,37,35,25,2,29,5,12,3.45,0,11,1.74,0,1,0,Pervis Estupiñán,Brighton & Hove Albion,805465,30,DF
1,4,0,40,57.97,59,69.41,5,71.43,30,0,82.4,99,64.29,2084,5,17,4,25,0,0,0,0,0,0,0,0,0,0,110,0,1058,6,1,50,91,48.15,26,138,7,0,16,4,4,6.25,0,3,0.7,0,1,0,Tosin Adarabioyo,Fulham,352668,43,DF
1,6,0,35,56.45,48,52.75,3,75,19,0,83.25,83,54.25,2135,13,17,6,25,0,0,0,0,0,0,0,0,0,0,94,0,1019,2,0,0,102,47.89,18,99,5,1,17,3,2,5.88,0,0,1.45,0,2,0,Craig Dawson,Wolverhampton,50027,3,DF
0,6,0,109,80.15,57,60,5,62.5,42,0,88.89,166,71.86,3323,64,12,5,38,0,0,0,0,0,0,0,0,0,0,97,2,1664,8,2,50,57,38.51,26,114,8,1,8,0,2,0,0,0,1.05,0,3,0,Ezri Konsa,Aston Villa,827679,40,DF
0,1,0,28,57.14,33,62.26,2,66.67,22,0,93.21,61,59.8,1380,4,10,2,20,0,0,0,0,0,0,0,0,0,0,57,0,865,3,0,0,25,52.08,21,63,8,0,3,0,0,0,0,0,0.28,0,1,0,Victor Lindelöf,Manchester United,143334,35,DF
0,3,0,32,45.71,28,50.91,2,33.33,21,1,81.5,60,48,2241,9,9,6,28,0,0,0,0,0,0,0,0,0,0,251,4,912,40,42,31.58,64,50.39,27,53,19,0,9,1,6,0,0,2,0.35,0,0,0,Aaron Cresswell,West Ham United,43443,37,DF
1,2,0,47,54.65,48,60.76,10,76.92,30,0,86.95,95,57.58,2900,7,18,5,33,0,0,0,0,0,0,0,0,0,0,178,0,1653,3,0,0,137,54.8,41,112,13,1,3,2,0,33.33,0,1,0.26,0,2,0,Tim Ream,Fulham,118179,43,DF
0,2,0,31,53.45,60,68.97,3,42.86,22,0,88.6,91,62.76,1995,6,10,5,27,0,0,0,0,0,0,0,0,0,0,167,1,1485,6,1,50,83,58.04,19,51,8,2,18,2,2,0,0,1,1.76,1,3,0,Adam Webster,Brighton & Hove Albion,216308,30,DF
2,0,0,17,45.95,55,79.71,2,40,9,0,84.48,72,67.92,1996,7,14,1,25,0,0,0,0,0,0,0,0,0,0,25,0,697,1,0,0,50,46.3,30,117,3,1,19,6,3,10.53,0,0,2.22,0,1,0,Kurt Zouma,West Ham United,139227,37,DF
2,3,0,43,51.81,80,69.57,3,60,30,1,85.95,123,62.12,2823,10,25,3,33,0,0,0,0,0,0,0,0,0,0,107,3,1700,7,3,27.27,118,45.91,35,109,10,1,17,4,8,11.76,0,1,1.71,1,1,0,Eric Dier,Tottenham Hotspur,146101,33,DF
2,2,1,102,62.58,28,50.91,15,62.5,54,1,83.06,130,59.63,1746,33,21,19,26,0,0,0,0,0,0,0,0,0,0,200,0,716,9,6,13.04,34,47.89,18,65,13,1,17,7,4,11.76,0,0,1.68,0,0,0,Emerson Royal,Tottenham Hotspur,856123,33,DF
1,7,0,85,63.43,14,56,8,44.44,50,0,77.54,99,62.26,2038,28,24,5,29,0,0,0,0,0,0,0,0,0,0,180,1,749,14,8,19.05,55,37.67,21,60,12,0,15,3,7,6.67,0,1,0.47,0,0,0,Ashley Young,Aston Villa,10589,40,DF
0,1,0,33,55,42,72.41,6,60,24,0,86.53,75,63.56,1916,3,12,1,24,0,0,0,0,0,0,0,0,0,0,106,0,951,4,0,0,54,48.21,11,89,10,2,8,4,2,0,0,2,0.74,0,0,0,Raphaël Varane,Manchester United,138310,35,DF
0,2,0,53,55.21,24,41.38,6,66.67,36,1,93.32,77,50,2286,12,24,3,29,0,0,0,0,0,0,0,0,0,0,237,0,1886,7,1,16.67,67,58.26,16,30,13,2,15,3,5,0,0,0,1.3,0,0,0,Manuel Akanji,Manchester City,383560,17,DF
0,3,0,67,58.77,86,67.19,19,76,36,0,83.41,153,63.22,3308,12,18,9,37,0,0,0,0,0,0,0,0,0,0,160,0,1745,4,2,40,127,37.8,19,163,14,2,14,1,1,0,1,0,1.34,1,0,0,Max Kilman,Wolverhampton,894474,3,DF
0,5,0,63,57.8,46,76.67,10,83.33,38,0,87.17,109,64.5,1551,15,29,4,18,0,0,0,0,0,0,0,0,0,0,75,1,985,1,0,0,34,40,26,56,11,2,11,3,5,0,0,1,1.23,2,2,0,Ibrahima Konaté,Liverpool,826215,44,DF
0,0,0,2,66.67,4,100,0,0,2,0,86.59,6,85.71,71,0,1,0,2,0,0,0,0,0,0,0,0,0,0,7,0,71,0,0,0,8,61.54,2,1,0,0,1,0,1,0,0,0,0.04,0,0,0,Nathaniel Phillips,Liverpool,920393,44,DF
1,6,0,29,50,17,51.52,9,60,15,0,83.3,46,50.55,988,5,16,3,17,0,0,0,0,0,0,0,0,0,0,58,0,414,4,4,44.44,19,42.22,11,44,4,0,5,2,0,20,0,1,0.41,0,0,0,Toti Gomes,Wolverhampton,973418,3,DF
2,3,0,51,48.57,26,56.52,8,40,21,2,83.27,77,50.99,1416,23,13,18,23,0,0,0,0,0,0,0,0,0,0,177,1,632,21,24,26.09,17,32.08,18,23,12,2,16,4,2,12.5,1,3,1.45,0,0,0,Ben Chilwell,Chelsea,802695,38,DF
0,3,0,26,50.98,27,55.1,0,0,25,0,71.23,53,53,1264,1,15,2,16,0,0,0,0,0,0,0,0,0,0,85,1,458,6,2,28.57,41,36.28,27,64,8,0,9,2,4,0,0,1,0.76,0,1,0,Maximilian Wöber,Leeds United,794962,34,DF
0,0,0,53,63.86,23,41.82,4,26.67,20,0,81.52,76,55.07,1254,29,8,6,14,0,0,0,0,0,0,0,0,0,0,111,0,556,7,7,33.33,27,42.19,15,36,5,0,5,0,2,0,0,2,0.31,0,0,0,James Justin,Leicester City,827681,31,DF
1,2,0,39,54.93,33,57.89,3,75,28,0,87.1,72,56.25,2008,8,16,1,25,0,0,0,0,0,0,0,0,0,0,82,1,1215,2,0,0,61,42.66,35,86,15,0,3,2,1,33.33,0,3,0.28,0,0,0,Issa Diop,Fulham,825719,43,DF
0,5,0,82,53.59,41,65.08,3,33.33,58,1,65.72,123,56.94,2144,21,30,21,27,0,0,0,0,0,0,0,0,0,0,164,4,533,27,19,16.81,41,30.6,38,64,14,0,6,1,2,0,0,1,0.29,0,0,1,Vladimír Coufal,West Ham United,138024,37,DF
1,0,0,8,61.54,25,67.57,2,100,5,0,80,33,66,724,1,2,1,12,0,0,0,0,0,0,0,0,0,0,13,0,252,0,0,0,14,43.75,9,38,2,0,4,2,0,25,0,1,0.32,0,0,0,Pontus Jansson,Brentford,55123,50,DF
0,8,0,124,55.36,40,57.14,39,60,62,1,76.88,164,55.78,3089,23,33,20,35,0,0,0,0,0,0,0,0,0,0,300,0,1127,21,33,24.63,80,43.72,53,76,21,0,3,0,0,0,1,3,0.08,1,2,0,Antonee Robinson,Fulham,803174,43,DF
0,1,0,42,57.53,0,0,8,72.73,16,0,92.16,42,53.16,903,18,10,13,14,0,0,0,0,0,0,0,0,0,0,138,2,588,12,3,60,7,58.33,6,12,5,0,5,2,1,0,0,0,0.22,0,1,0,Rico Lewis,Manchester City,1136731,17,DF
1,6,0,60,58.82,55,62.5,3,75,53,0,78.52,115,60.53,2222,4,27,4,30,0,0,0,0,0,0,0,0,0,0,102,1,859,5,0,0,85,44.74,26,108,10,0,7,2,0,14.29,0,0,0.77,0,1,0,Joe Worrall,Nottingham Forest,838399,14,DF
0,2,0,19,65.52,15,62.5,1,100,13,1,75.1,34,64.15,687,5,5,0,11,0,0,0,0,0,0,0,0,0,0,13,0,193,1,0,0,13,31.71,12,45,5,0,2,1,1,0,0,3,0.04,0,0,0,Willy Boly,Nottingham Forest,139310,14,DF
1,4,0,42,60,25,56.82,8,80,24,1,75.5,67,58.77,1203,10,16,4,21,0,0,0,0,0,0,0,0,0,0,41,0,379,4,1,14.29,32,32.99,20,61,6,0,12,4,1,8.33,0,1,0.55,2,0,0,Lyanco,Southampton,797893,45,DF
2,4,0,50,48.08,70,56.91,5,41.67,28,2,83.16,120,52.86,2295,17,30,5,31,0,0,0,0,0,0,0,0,0,0,174,4,983,20,8,22.86,46,41.82,18,67,12,0,14,5,1,14.29,0,1,1.01,0,0,0,Ben Davies,Tottenham Hotspur,94758,33,DF
1,6,0,105,62.13,26,59.09,5,38.46,62,1,85.2,131,61.5,2194,38,27,10,31,0,0,0,0,0,0,0,0,0,0,287,2,1105,10,6,26.09,47,41.59,19,49,20,0,15,6,3,6.67,0,0,1.81,0,0,0,Joël Veltman,Brighton & Hove Albion,219572,30,DF
1,4,0,69,66.35,35,60.34,10,90.91,34,0,89.01,104,64.2,1367,25,13,6,17,0,0,0,0,0,0,0,0,0,0,107,0,891,2,1,33.33,16,29.63,29,37,15,1,8,3,0,12.5,1,1,0.83,2,0,0,Wesley Fofana,Chelsea,923894,38,DF
0,7,0,55,62.5,53,62.35,3,42.86,45,0,83.66,108,62.43,2198,7,16,3,26,0,0,0,0,0,0,0,0,0,0,57,0,855,4,0,0,46,38.02,30,146,11,0,8,4,1,0,0,0,0.95,0,0,0,Chris Mepham,Bournemouth,865740,60,DF
0,3,0,27,44.26,7,50,4,33.33,14,4,85.36,34,45.33,783,9,13,7,20,0,0,0,0,0,0,0,0,0,0,88,1,379,18,20,23.53,17,60.71,12,14,6,1,7,2,4,0,0,0,0.64,0,0,0,Konstantinos Tsimikas,Liverpool,786259,44,DF
0,3,0,57,52.78,29,60.42,7,58.33,43,0,83.72,86,55.13,1531,7,27,5,25,0,0,0,0,0,0,0,0,0,0,182,4,751,13,7,26.92,12,24.49,19,46,15,0,9,1,5,0,0,2,0.41,0,1,0,César Azpilicueta,Chelsea,21555,38,DF
0,2,1,43,55.84,37,54.41,7,100,27,0,88.13,80,55.17,1816,9,17,8,26,0,0,0,0,0,0,0,0,0,0,91,0,995,2,0,0,67,54.03,21,83,9,0,3,0,1,0,0,1,0.23,0,0,0,Nathan Collins,Wolverhampton,958916,3,DF
0,3,0,39,55.71,36,64.29,1,16.67,33,2,81.39,75,59.52,2041,5,17,4,23,0,0,0,0,0,0,0,0,0,0,116,0,844,7,3,21.43,61,36.97,26,99,6,0,3,0,2,0,0,0,0.2,0,1,0,Lloyd Kelly,Bournemouth,865167,60,DF
1,0,0,15,53.57,67,67,4,66.67,7,2,70.09,82,64.06,983,4,7,2,12,0,0,0,0,0,0,0,0,0,0,50,2,300,3,1,25,26,31.71,14,55,3,2,14,4,2,7.14,0,0,1.34,0,1,0,Michael Keane,Everton,110846,48,DF
0,2,0,23,58.97,38,86.36,3,100,15,1,81.39,61,73.49,991,5,5,0,12,0,0,0,0,0,0,0,0,0,0,45,0,446,3,0,0,21,33.87,12,45,11,3,8,2,2,0,2,1,1.43,0,0,0,Harry Souttar,Leicester City,808680,31,DF
0,1,0,20,60.61,26,66.67,0,0,13,0,87.55,46,63.89,1060,7,9,0,13,0,0,0,0,0,0,0,0,0,0,47,0,689,1,0,0,47,53.41,18,49,4,0,1,1,0,0,0,1,0.17,0,0,0,Jonny Evans,Leicester City,30144,31,DF
0,6,0,65,48.15,8,66.67,6,31.58,46,0,87.43,73,49.66,1392,13,39,8,22,0,0,0,0,0,0,0,0,0,0,161,1,584,9,3,20,19,50,25,44,11,0,5,2,2,0,1,3,0.25,0,0,0,Tyrell Malacia,Manchester United,825839,35,DF
1,2,0,27,56.25,25,51.02,0,0,14,1,85.08,52,53.61,2095,13,11,2,24,0,0,0,0,0,0,0,0,0,0,91,1,1021,4,1,100,106,47.11,14,85,8,1,4,3,1,25,0,2,0.84,1,2,0,Conor Coady,Everton,98449,48,DF
0,3,0,22,59.46,17,47.22,3,100,17,0,82.33,39,53.42,1225,2,9,2,17,0,0,0,0,0,0,0,0,0,0,59,0,466,3,2,100,35,42.68,17,55,4,0,2,1,0,0,0,0,0.4,0,0,0,Jack Stephens,Bournemouth,134361,60,DF
1,6,0,74,45.68,85,69.67,11,47.83,60,0,78.58,159,55.99,3115,4,35,9,38,0,0,0,0,0,0,0,0,0,0,220,3,1130,16,3,17.65,55,37.41,32,103,33,2,21,4,6,4.76,1,7,2.07,0,2,0,Dan Burn,Newcastle United,99090,39,DF
1,6,0,68,57.14,58,59.79,7,87.5,50,0,75.45,126,58.33,2255,11,29,10,28,0,0,0,0,0,0,0,0,0,0,186,0,756,9,8,22.22,36,27.91,25,77,11,1,8,2,5,12.5,0,0,1.07,0,1,0,Joel Ward,Crystal Palace,39183,7,DF
